uuid,number of vertices,maximum cartographic error,average cartographic error,maximum polygon complexity,average polygon complexity
4D721EDD-2FAD-49F4-875C-A0945C9A0471,10,0.4804184373732214,0.13428015882898775,0.2706155764495174,0.13428015882898775
4D721EDD-2FAD-49F4-875C-A0945C9A0471,15,0.8325302777031917,0.14382818607311582,0.2931575139029839,0.14382818607311582
4D721EDD-2FAD-49F4-875C-A0945C9A0471,20,0.7481681997899082,0.12527073998734067,0.24573820414244305,0.12527073998734067
4D721EDD-2FAD-49F4-875C-A0945C9A0471,25,0.9644341352804386,0.14761899333250195,0.27250562264694567,0.14761899333250195
4D721EDD-2FAD-49F4-875C-A0945C9A0471,30,0.720572319789949,0.133796217032957,0.29468513381412564,0.133796217032957
3052AEDB-2B8F-4821-A91A-47513BA26DEB,10,0.7757143496654345,0.15213358513783576,0.32227740473342026,0.15213358513783576
3052AEDB-2B8F-4821-A91A-47513BA26DEB,15,0.6687532258384811,0.1449202418752176,0.30762340454944315,0.1449202418752176
3052AEDB-2B8F-4821-A91A-47513BA26DEB,20,0.7372054030628123,0.14326710453375954,0.2647054635201456,0.14326710453375954
3052AEDB-2B8F-4821-A91A-47513BA26DEB,25,0.5385821698516664,0.13890951917728556,0.28478637910892224,0.13890951917728556
3052AEDB-2B8F-4821-A91A-47513BA26DEB,30,0.9100344120088664,0.16533885357455347,0.3343077320344702,0.16533885357455347
B78027F8-1112-454B-BF89-C30F71C6BC55,10,0.5898270186654224,0.1252713109029832,0.2504963101345857,0.1252713109029832
B78027F8-1112-454B-BF89-C30F71C6BC55,15,0.7251635815594263,0.15361793198994408,0.3050747865118325,0.15361793198994408
B78027F8-1112-454B-BF89-C30F71C6BC55,20,0.5818983142286229,0.1510289895810287,0.3159941010831343,0.1510289895810287
B78027F8-1112-454B-BF89-C30F71C6BC55,25,0.5675834762032259,0.13940334183879333,0.3203577021554366,0.13940334183879333
B78027F8-1112-454B-BF89-C30F71C6BC55,30,0.9221843577267188,0.14882242069709625,0.3077353385496646,0.14882242069709625
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,10,0.2496497256434155,0.1301989258663166,0.2550666197160779,0.1301989258663166
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,15,0.7627998266218747,0.13417407161766162,0.260350658474422,0.13417407161766162
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,20,0.7899066349867572,0.15174890300065755,0.33984837450854954,0.15174890300065755
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,25,0.863671245073427,0.15706831962446152,0.44468753151748697,0.15706831962446152
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,30,0.8221155017408216,0.13279415189965507,0.3025298612960581,0.13279415189965507
1F171CDF-484F-4AA0-B568-2E8B28EDFAFC,10,0.747381922447892,0.13962326779470108,0.2532827619829243,0.13962326779470108
1F171CDF-484F-4AA0-B568-2E8B28EDFAFC,15,0.8745965959364757,0.1379491192378356,0.2975802474251973,0.1379491192378356
1F171CDF-484F-4AA0-B568-2E8B28EDFAFC,20,0.7538400612428927,0.15628482624339773,0.3283961069969499,0.15628482624339773
1F171CDF-484F-4AA0-B568-2E8B28EDFAFC,25,0.7133115164461779,0.13636940611734621,0.29253632816745606,0.13636940611734621
1F171CDF-484F-4AA0-B568-2E8B28EDFAFC,30,0.612178470818635,0.13164534367224218,0.30374373251114595,0.13164534367224218
3A81A32A-C893-4B1E-AC74-A8FE60E3760A,10,0.3012533533337664,0.1365559614871301,0.2395748141192094,0.1365559614871301
