uuid,nesting ratio and bias,maximum cartographic error,average cartographic error,maximum polygon complexity,average polygon complexity
4D721EDD-2FAD-49F4-875C-A0945C9A0471,0.0-0.0,0.13911839496082382,0.11616015700568744,0.2462128612834209,0.11616015700568744
4D721EDD-2FAD-49F4-875C-A0945C9A0471,0.25-0.0,0.18742306795898062,0.0994268877780296,0.1800486070096316,0.0994268877780296
4D721EDD-2FAD-49F4-875C-A0945C9A0471,0.25-0.5,0.3070702798411037,0.11612839166253457,0.22809821185408558,0.11612839166253457
4D721EDD-2FAD-49F4-875C-A0945C9A0471,0.25-1.0,0.24110492303775688,0.08351284576611623,0.14467650958658335,0.08351284576611623
4D721EDD-2FAD-49F4-875C-A0945C9A0471,0.5-0.0,0.2690840221070114,0.11267443795540655,0.2557673306892167,0.11267443795540655
4D721EDD-2FAD-49F4-875C-A0945C9A0471,0.5-0.5,0.3616447775022942,0.12371672485440341,0.24256942474827328,0.12371672485440341
4D721EDD-2FAD-49F4-875C-A0945C9A0471,0.5-1.0,0.2829946172658508,0.1342201607487333,0.2857205618284886,0.1342201607487333
3052AEDB-2B8F-4821-A91A-47513BA26DEB,0.0-0.0,0.1795104460732402,0.09742325788225603,0.18962988533703537,0.09742325788225603
3052AEDB-2B8F-4821-A91A-47513BA26DEB,0.25-0.0,0.2969012607895159,0.1144994787898553,0.20212569961523089,0.1144994787898553
3052AEDB-2B8F-4821-A91A-47513BA26DEB,0.25-0.5,0.2901458085584562,0.10086336011421301,0.18240141349899439,0.10086336011421301
3052AEDB-2B8F-4821-A91A-47513BA26DEB,0.25-1.0,0.42914430478711746,0.1172689582281375,0.253886873862036,0.1172689582281375
3052AEDB-2B8F-4821-A91A-47513BA26DEB,0.5-0.0,0.3438862337946631,0.13843136049629415,0.30835798597083186,0.13843136049629415
3052AEDB-2B8F-4821-A91A-47513BA26DEB,0.5-0.5,0.314097229364615,0.11942949507940269,0.26474133226619895,0.11942949507940269
3052AEDB-2B8F-4821-A91A-47513BA26DEB,0.5-1.0,0.45938548017897796,0.12194836531323543,0.2115449909201375,0.12194836531323543
B78027F8-1112-454B-BF89-C30F71C6BC55,0.0-0.0,0.2651208031878147,0.08565878657730694,0.11435069800775739,0.08565878657730694
B78027F8-1112-454B-BF89-C30F71C6BC55,0.25-0.0,0.23090734793686282,0.09321507802523475,0.2002957613395475,0.09321507802523475
B78027F8-1112-454B-BF89-C30F71C6BC55,0.25-0.5,0.25142267718932915,0.11914656358278831,0.21978547148084782,0.11914656358278831
B78027F8-1112-454B-BF89-C30F71C6BC55,0.25-1.0,0.24916982506244315,0.10767480243626264,0.16648204353915397,0.10767480243626264
B78027F8-1112-454B-BF89-C30F71C6BC55,0.5-0.0,0.3171018972985658,0.11500051938966344,0.20812858012675622,0.11500051938966344
B78027F8-1112-454B-BF89-C30F71C6BC55,0.5-0.5,0.2728824117047468,0.1378278224273537,0.30316815072275277,0.1378278224273537
B78027F8-1112-454B-BF89-C30F71C6BC55,0.5-1.0,0.2183923615650721,0.11667334655779982,0.218064316524143,0.11667334655779982
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,0.0-0.0,0.2916649034285153,0.06343253339951825,0.09003329416660684,0.06343253339951825
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,0.25-0.0,0.33869249926403605,0.09445311212599802,0.18596433328949902,0.09445311212599802
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,0.25-0.5,0.2235087592898633,0.09748982840171419,0.20784873557861921,0.09748982840171419
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,0.25-1.0,0.43321637401139684,0.11212417717415939,0.24172013203851295,0.11212417717415939
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,0.5-0.0,0.20114529214186994,0.12626778958510537,0.27478956872363797,0.12626778958510537
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,0.5-0.5,0.20842788725316008,0.12088881790874402,0.23921071590030074,0.12088881790874402
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,0.5-1.0,0.279570720333269,0.11402260482045005,0.2024923937690682,0.11402260482045005
1F171CDF-484F-4AA0-B568-2E8B28EDFAFC,0.0-0.0,0.23617153659395573,0.09253297059817803,0.17442002754687924,0.09253297059817803
1F171CDF-484F-4AA0-B568-2E8B28EDFAFC,0.25-0.0,0.29791631410485375,0.09361464150773965,0.1439117067317018,0.09361464150773965
1F171CDF-484F-4AA0-B568-2E8B28EDFAFC,0.25-0.5,0.22035914519461058,0.09803000582883291,0.20360165718745615,0.09803000582883291
1F171CDF-484F-4AA0-B568-2E8B28EDFAFC,0.25-1.0,0.2652130510920457,0.1186301517306636,0.2335450952276658,0.1186301517306636
1F171CDF-484F-4AA0-B568-2E8B28EDFAFC,0.5-0.0,0.39459622086818746,0.1284098462353136,0.22892507582165228,0.1284098462353136
1F171CDF-484F-4AA0-B568-2E8B28EDFAFC,0.5-0.5,0.47247437522221397,0.13450451210332973,0.2746460691398067,0.13450451210332973
1F171CDF-484F-4AA0-B568-2E8B28EDFAFC,0.5-1.0,0.2776052489793309,0.12493237511435425,0.28139740954183146,0.12493237511435425
3A81A32A-C893-4B1E-AC74-A8FE60E3760A,0.0-0.0,0.298508931921569,0.10220836189330167,0.18230331527301852,0.10220836189330167
3A81A32A-C893-4B1E-AC74-A8FE60E3760A,0.25-0.0,0.16462467764347874,0.10032839656272699,0.15663498122702363,0.10032839656272699
3A81A32A-C893-4B1E-AC74-A8FE60E3760A,0.25-0.5,0.3768055000496919,0.10579917546321317,0.20506086280686014,0.10579917546321317
3A81A32A-C893-4B1E-AC74-A8FE60E3760A,0.25-1.0,0.3183340713845076,0.09344033648098136,0.20095456824684052,0.09344033648098136
3A81A32A-C893-4B1E-AC74-A8FE60E3760A,0.5-0.0,0.30597680873390326,0.13683616066217752,0.24104268203150214,0.13683616066217752
3A81A32A-C893-4B1E-AC74-A8FE60E3760A,0.5-0.5,0.1453345987914042,0.11247621414265958,0.24683878298817186,0.11247621414265958
3A81A32A-C893-4B1E-AC74-A8FE60E3760A,0.5-1.0,0.40868520829089444,0.12559134330439525,0.20925857466375725,0.12559134330439525
1150B156-3AD6-406A-808B-CCBD3CC5DD1D,0.0-0.0,0.2807707011003208,0.07770491737436057,0.12495349709891997,0.07770491737436057
1150B156-3AD6-406A-808B-CCBD3CC5DD1D,0.25-0.0,0.20362820719028482,0.1021403574385888,0.2344196794440272,0.1021403574385888
1150B156-3AD6-406A-808B-CCBD3CC5DD1D,0.25-0.5,0.2937970208809227,0.12445714894551375,0.2513793640506959,0.12445714894551375
1150B156-3AD6-406A-808B-CCBD3CC5DD1D,0.25-1.0,0.2645669441352877,0.10841873705033617,0.21905299886839014,0.10841873705033617
1150B156-3AD6-406A-808B-CCBD3CC5DD1D,0.5-0.0,0.2936415482880696,0.12965625621505483,0.2409848057293449,0.12965625621505483
1150B156-3AD6-406A-808B-CCBD3CC5DD1D,0.5-0.5,0.4684784690271635,0.13306410384740794,0.24125623090416443,0.13306410384740794
1150B156-3AD6-406A-808B-CCBD3CC5DD1D,0.5-1.0,0.35476991714791056,0.11854838363493508,0.27556976948701584,0.11854838363493508
88F1EBAD-5195-4066-986D-8F5C55B30E9F,0.0-0.0,0.21122725752424074,0.08572613598642508,0.1595690282278993,0.08572613598642508
88F1EBAD-5195-4066-986D-8F5C55B30E9F,0.25-0.0,0.2722542227327823,0.10390972859904593,0.2665031040896628,0.10390972859904593
88F1EBAD-5195-4066-986D-8F5C55B30E9F,0.25-0.5,0.33004205146373344,0.10228856673177274,0.20670632000050912,0.10228856673177274
88F1EBAD-5195-4066-986D-8F5C55B30E9F,0.25-1.0,0.29407576077045405,0.12923008376245004,0.2973466733570848,0.12923008376245004
88F1EBAD-5195-4066-986D-8F5C55B30E9F,0.5-0.0,0.3045852839606245,0.13262165479558263,0.3089915906664249,0.13262165479558263
88F1EBAD-5195-4066-986D-8F5C55B30E9F,0.5-0.5,0.17532338708010467,0.12733707861537008,0.2728274237957729,0.12733707861537008
88F1EBAD-5195-4066-986D-8F5C55B30E9F,0.5-1.0,0.2610666014812904,0.1292188853304267,0.19565182477660908,0.1292188853304267
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,0.0-0.0,0.2689243134086429,0.0740472396234096,0.15245221080094423,0.0740472396234096
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,0.25-0.0,0.3270289002625884,0.1218289737160194,0.20429028095685453,0.1218289737160194
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,0.25-0.5,0.47144705169441453,0.12718279398815813,0.24056935962640547,0.12718279398815813
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,0.25-1.0,0.26113583647651323,0.11139650305691577,0.2084292903595612,0.11139650305691577
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,0.5-0.0,0.4633649008395469,0.14411012374300314,0.2984480608729227,0.14411012374300314
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,0.5-0.5,0.46759189990488004,0.15607536145328502,0.2989418199164381,0.15607536145328502
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,0.5-1.0,0.5394307261317102,0.13218200066015875,0.2457521852331416,0.13218200066015875
0193712D-1640-404A-A12D-D4E5B546EA54,0.0-0.0,0.26059862004106915,0.08336021538884993,0.14383819876976492,0.08336021538884993
0193712D-1640-404A-A12D-D4E5B546EA54,0.25-0.0,0.22323504408548217,0.10500229333761095,0.21257412920138546,0.10500229333761095
0193712D-1640-404A-A12D-D4E5B546EA54,0.25-0.5,0.2929840930600406,0.10924203992476622,0.22470407776613163,0.10924203992476622
0193712D-1640-404A-A12D-D4E5B546EA54,0.25-1.0,0.4293925302565292,0.11600604362543959,0.231265207197781,0.11600604362543959
0193712D-1640-404A-A12D-D4E5B546EA54,0.5-0.0,0.19938255359639476,0.13272434584338044,0.27706020583438384,0.13272434584338044
0193712D-1640-404A-A12D-D4E5B546EA54,0.5-0.5,0.41294511038091186,0.13898173620302928,0.28010015248327,0.13898173620302928
0193712D-1640-404A-A12D-D4E5B546EA54,0.5-1.0,0.18404481800055586,0.12662649017536953,0.2755329699511603,0.12662649017536953
AE097F3A-14FD-4735-A19B-8FD343CA3346,0.0-0.0,0.28716306669986474,0.1051803449831051,0.16748702605357033,0.1051803449831051
AE097F3A-14FD-4735-A19B-8FD343CA3346,0.25-0.0,0.33958338848744446,0.10673440496356437,0.2218617258533066,0.10673440496356437
AE097F3A-14FD-4735-A19B-8FD343CA3346,0.25-0.5,0.37462664527503153,0.09407263624038122,0.18887884784549558,0.09407263624038122
AE097F3A-14FD-4735-A19B-8FD343CA3346,0.25-1.0,0.378969244992353,0.11088721685841264,0.1916562069977995,0.11088721685841264
AE097F3A-14FD-4735-A19B-8FD343CA3346,0.5-0.0,0.44578807910872925,0.14051370846783345,0.28478313486178003,0.14051370846783345
AE097F3A-14FD-4735-A19B-8FD343CA3346,0.5-0.5,0.16153036570434512,0.13080433268740765,0.22920957009827486,0.13080433268740765
AE097F3A-14FD-4735-A19B-8FD343CA3346,0.5-1.0,0.3078897856548118,0.10303467189929703,0.17707000801375417,0.10303467189929703
BA5C1BDF-5737-4AB3-985F-84FF834B8FCB,0.0-0.0,0.4407690747179018,0.09482417733393263,0.17988747350407186,0.09482417733393263
BA5C1BDF-5737-4AB3-985F-84FF834B8FCB,0.25-0.0,0.2649057620988198,0.11052779753649215,0.2126785011363582,0.11052779753649215
BA5C1BDF-5737-4AB3-985F-84FF834B8FCB,0.25-0.5,0.22876523883567718,0.11403290869175434,0.20390273903744355,0.11403290869175434
BA5C1BDF-5737-4AB3-985F-84FF834B8FCB,0.25-1.0,0.25899920171075386,0.09999246084185322,0.20644176436318,0.09999246084185322
BA5C1BDF-5737-4AB3-985F-84FF834B8FCB,0.5-0.0,0.25142263014015254,0.10282245083033854,0.1862852342028179,0.10282245083033854
BA5C1BDF-5737-4AB3-985F-84FF834B8FCB,0.5-0.5,0.3173588395476326,0.12453590001098985,0.2548069649050117,0.12453590001098985
BA5C1BDF-5737-4AB3-985F-84FF834B8FCB,0.5-1.0,0.23347993240617368,0.12614879680530927,0.2517827420832057,0.12614879680530927
2886E716-6F57-4E8A-B53F-7103ACB7161D,0.0-0.0,0.24237071709832606,0.09284655309278013,0.1798621105172317,0.09284655309278013
2886E716-6F57-4E8A-B53F-7103ACB7161D,0.25-0.0,0.266004721806757,0.09600429885429275,0.22007528209093544,0.09600429885429275
2886E716-6F57-4E8A-B53F-7103ACB7161D,0.25-0.5,0.24317879173643508,0.12275045791091246,0.23680236505767033,0.12275045791091246
2886E716-6F57-4E8A-B53F-7103ACB7161D,0.25-1.0,0.3471166125919237,0.13506389499718538,0.23647243766677745,0.13506389499718538
2886E716-6F57-4E8A-B53F-7103ACB7161D,0.5-0.0,0.3060032518567038,0.1355148774243142,0.30524462234441924,0.1355148774243142
2886E716-6F57-4E8A-B53F-7103ACB7161D,0.5-0.5,0.22320903211376517,0.10788896148384354,0.20798530725055525,0.10788896148384354
2886E716-6F57-4E8A-B53F-7103ACB7161D,0.5-1.0,0.32379437730941585,0.11214548547968092,0.2762588000549994,0.11214548547968092
DD20AE4C-5A31-4570-8795-DE91A8DE0921,0.0-0.0,0.304888171096123,0.08298838278468014,0.1514739383603914,0.08298838278468014
DD20AE4C-5A31-4570-8795-DE91A8DE0921,0.25-0.0,0.2725196481147515,0.1256821834557464,0.24050211820189105,0.1256821834557464
DD20AE4C-5A31-4570-8795-DE91A8DE0921,0.25-0.5,0.3017396447907126,0.12139955114943782,0.20858981954664393,0.12139955114943782
DD20AE4C-5A31-4570-8795-DE91A8DE0921,0.25-1.0,0.19273552119314444,0.05689348209902196,0.07466838456421483,0.05689348209902196
DD20AE4C-5A31-4570-8795-DE91A8DE0921,0.5-0.0,0.24127582194447783,0.15416212985490288,0.3191534294529198,0.15416212985490288
DD20AE4C-5A31-4570-8795-DE91A8DE0921,0.5-0.5,0.18375150608810134,0.09835716620588489,0.21172277468218695,0.09835716620588489
DD20AE4C-5A31-4570-8795-DE91A8DE0921,0.5-1.0,0.42884392499738705,0.13534972111229943,0.3156669619840022,0.13534972111229943
33E80DFD-9C63-476A-8236-0B098791DD4B,0.0-0.0,0.2558684677827964,0.08973009983642355,0.15868919115008906,0.08973009983642355
33E80DFD-9C63-476A-8236-0B098791DD4B,0.25-0.0,0.29421495985212276,0.12430868629141409,0.258490159837643,0.12430868629141409
33E80DFD-9C63-476A-8236-0B098791DD4B,0.25-0.5,0.2808585041342317,0.10168585571776617,0.16958008316458092,0.10168585571776617
33E80DFD-9C63-476A-8236-0B098791DD4B,0.25-1.0,0.22434695047170147,0.09936298929574242,0.21794222634376037,0.09936298929574242
33E80DFD-9C63-476A-8236-0B098791DD4B,0.5-0.0,0.34821223845387356,0.1341896961809032,0.26566202922095494,0.1341896961809032
33E80DFD-9C63-476A-8236-0B098791DD4B,0.5-0.5,0.6273014007004067,0.14982191543026635,0.2639900572533331,0.14982191543026635
33E80DFD-9C63-476A-8236-0B098791DD4B,0.5-1.0,0.2874160037846521,0.11210617953126505,0.2354355310803256,0.11210617953126505
2C38D3D3-1411-4EAB-B1A1-6FE6CA06E6DD,0.0-0.0,0.43453253735850067,0.12015162622926306,0.23494464448563884,0.12015162622926306
2C38D3D3-1411-4EAB-B1A1-6FE6CA06E6DD,0.25-0.0,0.2943532091955581,0.10138212143338929,0.15781189838621146,0.10138212143338929
2C38D3D3-1411-4EAB-B1A1-6FE6CA06E6DD,0.25-0.5,0.4794779361340801,0.1145990056888392,0.21978709510367248,0.1145990056888392
2C38D3D3-1411-4EAB-B1A1-6FE6CA06E6DD,0.25-1.0,0.3151035058176471,0.1236907776780484,0.2791070276383056,0.1236907776780484
2C38D3D3-1411-4EAB-B1A1-6FE6CA06E6DD,0.5-0.0,0.5138785545211985,0.1331253700510136,0.24633885254735285,0.1331253700510136
2C38D3D3-1411-4EAB-B1A1-6FE6CA06E6DD,0.5-0.5,0.4012809763634988,0.13006921208728553,0.2742901479986457,0.13006921208728553
2C38D3D3-1411-4EAB-B1A1-6FE6CA06E6DD,0.5-1.0,0.22589925060178856,0.10688093587410859,0.2540721767173021,0.10688093587410859
929FBCAD-3B11-464C-82C3-1FEB4D11ABF9,0.0-0.0,0.2993610225946753,0.10419342862171507,0.225875621469745,0.10419342862171507
929FBCAD-3B11-464C-82C3-1FEB4D11ABF9,0.25-0.0,0.19333180761406688,0.12205422345085862,0.1905511739163458,0.12205422345085862
929FBCAD-3B11-464C-82C3-1FEB4D11ABF9,0.25-0.5,0.3910736645173332,0.08260107516946603,0.12128425955896291,0.08260107516946603
929FBCAD-3B11-464C-82C3-1FEB4D11ABF9,0.25-1.0,0.2710636883152059,0.09779537190023095,0.14443688866018742,0.09779537190023095
929FBCAD-3B11-464C-82C3-1FEB4D11ABF9,0.5-0.0,0.2171032008133472,0.11099045903280733,0.29091253958282287,0.11099045903280733
929FBCAD-3B11-464C-82C3-1FEB4D11ABF9,0.5-0.5,0.29862222342424094,0.1272107362038684,0.22150108418460004,0.1272107362038684
929FBCAD-3B11-464C-82C3-1FEB4D11ABF9,0.5-1.0,0.39148931296254785,0.1128134194532227,0.2533709456579952,0.1128134194532227
0FB8D70F-0583-4C8A-9708-886CBD0A2C86,0.0-0.0,0.46895064269559006,0.09991477896469995,0.17480776488063032,0.09991477896469995
0FB8D70F-0583-4C8A-9708-886CBD0A2C86,0.25-0.0,0.15872577424288356,0.10043732723890962,0.17226611625762359,0.10043732723890962
0FB8D70F-0583-4C8A-9708-886CBD0A2C86,0.25-0.5,0.19671686183411755,0.09789085629297764,0.19272218050667117,0.09789085629297764
0FB8D70F-0583-4C8A-9708-886CBD0A2C86,0.25-1.0,0.1910849201272171,0.10509977550336191,0.1832226328519121,0.10509977550336191
0FB8D70F-0583-4C8A-9708-886CBD0A2C86,0.5-0.0,0.3365446802084576,0.1271396434579243,0.3140885944345547,0.1271396434579243
0FB8D70F-0583-4C8A-9708-886CBD0A2C86,0.5-0.5,0.297113276234429,0.13332817851730916,0.2516206111901396,0.13332817851730916
0FB8D70F-0583-4C8A-9708-886CBD0A2C86,0.5-1.0,0.2808662271669913,0.11720474250164942,0.2734754185681941,0.11720474250164942
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,0.0-0.0,0.24668134930604366,0.08748273923462806,0.13250050088210805,0.08748273923462806
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,0.25-0.0,0.6010648263420331,0.10977727845684959,0.2614247263677761,0.10977727845684959
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,0.25-0.5,0.26939992764359344,0.10023174034048252,0.26957680100382386,0.10023174034048252
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,0.25-1.0,0.41820812853013306,0.10116973033950825,0.2021547484226401,0.10116973033950825
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,0.5-0.0,0.36419441389550283,0.11284866278958831,0.21940711526258996,0.11284866278958831
