uuid,number of vertices,maximum cartographic error,average cartographic error,maximum polygon complexity,average polygon complexity
4D721EDD-2FAD-49F4-875C-A0945C9A0471,10,0.3798658787576738,0.14500810388993887,0.1989961411346745,0.14500810388993887
4D721EDD-2FAD-49F4-875C-A0945C9A0471,15,0.35374537815705487,0.1335506998391924,0.2863857977559253,0.1335506998391924
4D721EDD-2FAD-49F4-875C-A0945C9A0471,20,0.3911468393897157,0.11966078034841555,0.3009967748718355,0.11966078034841555
4D721EDD-2FAD-49F4-875C-A0945C9A0471,25,0.38196404378346505,0.13875311081462174,0.35791281897542604,0.13875311081462174
4D721EDD-2FAD-49F4-875C-A0945C9A0471,30,0.46706623572972994,0.13327027250602824,0.3377798108015605,0.13327027250602824
3052AEDB-2B8F-4821-A91A-47513BA26DEB,10,0.3469393149467937,0.15013531057255283,0.33812312729504973,0.15013531057255283
3052AEDB-2B8F-4821-A91A-47513BA26DEB,15,0.3413390396839526,0.14111989433053695,0.3287530000521539,0.14111989433053695
3052AEDB-2B8F-4821-A91A-47513BA26DEB,20,0.39074783139259406,0.13881632580169853,0.3121077375489185,0.13881632580169853
3052AEDB-2B8F-4821-A91A-47513BA26DEB,25,0.35296385512112805,0.13017431826122264,0.36057374774831,0.13017431826122264
3052AEDB-2B8F-4821-A91A-47513BA26DEB,30,0.4218358549013344,0.1315384237504873,0.31692271690243323,0.1315384237504873
B78027F8-1112-454B-BF89-C30F71C6BC55,10,0.2813386445131651,0.15919735557999143,0.28511954790926053,0.15919735557999143
B78027F8-1112-454B-BF89-C30F71C6BC55,15,0.3128005875535297,0.10708895499593625,0.278247516105138,0.10708895499593625
B78027F8-1112-454B-BF89-C30F71C6BC55,20,0.37818230405366454,0.1370301847050882,0.36296530091155205,0.1370301847050882
B78027F8-1112-454B-BF89-C30F71C6BC55,25,0.34311384351400426,0.1487696718436029,0.42342326742680175,0.1487696718436029
B78027F8-1112-454B-BF89-C30F71C6BC55,30,0.45957915701552415,0.138253403080629,0.26443217104623234,0.138253403080629
