uuid,number of operations,maximum cartographic error,average cartographic error,maximum polygon complexity,average polygon complexity
4D721EDD-2FAD-49F4-875C-A0945C9A0471,1,0.8037599003152829,0.11983155856322483,0.25038616934982333,0.11983155856322483
4D721EDD-2FAD-49F4-875C-A0945C9A0471,3,0.47595632577682534,0.11784468835913844,0.3307895112422151,0.11784468835913844
4D721EDD-2FAD-49F4-875C-A0945C9A0471,5,0.4339878486584701,0.12819813194950028,0.40112265354041066,0.12819813194950028
4D721EDD-2FAD-49F4-875C-A0945C9A0471,7,0.3302869271511539,0.1303400264545027,0.3929839574434244,0.1303400264545027
4D721EDD-2FAD-49F4-875C-A0945C9A0471,11,0.33208461704909586,0.13290969862819857,0.3929395724355073,0.13290969862819857
4D721EDD-2FAD-49F4-875C-A0945C9A0471,21,0.3155729629305475,0.14124903092083999,0.3516338784742271,0.14124903092083999
3052AEDB-2B8F-4821-A91A-47513BA26DEB,1,0.6215317860669666,0.127398471704312,0.2922290577380292,0.127398471704312
3052AEDB-2B8F-4821-A91A-47513BA26DEB,3,0.49818836217558654,0.11828491892816467,0.2777141448319163,0.11828491892816467
3052AEDB-2B8F-4821-A91A-47513BA26DEB,5,0.4151972292923892,0.11774559360852631,0.2524388977269896,0.11774559360852631
3052AEDB-2B8F-4821-A91A-47513BA26DEB,7,0.33174193952596037,0.1162024269486309,0.23311028846829446,0.1162024269486309
3052AEDB-2B8F-4821-A91A-47513BA26DEB,11,0.33632692003394976,0.11649046785107266,0.24397759601339514,0.11649046785107266
3052AEDB-2B8F-4821-A91A-47513BA26DEB,21,0.37999514565364007,0.12486301220769769,0.3258364356416208,0.12486301220769769
B78027F8-1112-454B-BF89-C30F71C6BC55,1,0.5630253138112505,0.11233057346456682,0.22112061046027276,0.11233057346456682
B78027F8-1112-454B-BF89-C30F71C6BC55,3,0.44972483818759995,0.1083251622029706,0.27423041890894645,0.1083251622029706
B78027F8-1112-454B-BF89-C30F71C6BC55,5,0.33692096919694087,0.10665506160657091,0.2836859792682064,0.10665506160657091
B78027F8-1112-454B-BF89-C30F71C6BC55,7,0.40342989080613606,0.10397724008665679,0.29317468655033535,0.10397724008665679
B78027F8-1112-454B-BF89-C30F71C6BC55,11,0.41170749063054735,0.11039607933272605,0.25008438876580463,0.11039607933272605
B78027F8-1112-454B-BF89-C30F71C6BC55,21,0.4484335727870823,0.12086144785465969,0.24953145037538774,0.12086144785465969
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,1,0.8341778802279599,0.13211919097184396,0.2589941688554532,0.13211919097184396
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,3,0.353815919696507,0.125352497306461,0.27567007886514694,0.125352497306461
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,5,0.36893765909200543,0.12519108353583552,0.2595982962274741,0.12519108353583552
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,7,0.3874810491253476,0.12181053680680452,0.2713184682169407,0.12181053680680452
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,11,0.4534579893401599,0.12500735497774348,0.27688391987764693,0.12500735497774348
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,21,0.47071698456453104,0.13598286958005765,0.3053907203227308,0.13598286958005765
1F171CDF-484F-4AA0-B568-2E8B28EDFAFC,1,0.7885121465372129,0.11819788229709849,0.3123380417428029,0.11819788229709849
