uuid,number of operations,maximum cartographic error,average cartographic error,maximum polygon complexity,average polygon complexity
4D721EDD-2FAD-49F4-875C-A0945C9A0471,1,0.31684857486176793,0.10062697605100057,0.17830815903364,0.10062697605100057
4D721EDD-2FAD-49F4-875C-A0945C9A0471,3,0.18742306795898062,0.0994268877780296,0.1800486070096316,0.0994268877780296
4D721EDD-2FAD-49F4-875C-A0945C9A0471,5,0.4006689088873585,0.12205306437961212,0.24433723440573069,0.12205306437961212
4D721EDD-2FAD-49F4-875C-A0945C9A0471,7,0.33442142225667226,0.11547275176832596,0.23033845283185173,0.11547275176832596
4D721EDD-2FAD-49F4-875C-A0945C9A0471,11,0.2788744108652707,0.10790480121281001,0.21839501773789,0.10790480121281001
4D721EDD-2FAD-49F4-875C-A0945C9A0471,21,0.3329807645038637,0.11579403069041508,0.24567305029720382,0.11579403069041508
3052AEDB-2B8F-4821-A91A-47513BA26DEB,1,0.4729979667218712,0.11491468365850496,0.19797248039101198,0.11491468365850496
3052AEDB-2B8F-4821-A91A-47513BA26DEB,3,0.2969012607895159,0.1144994787898553,0.20212569961523089,0.1144994787898553
3052AEDB-2B8F-4821-A91A-47513BA26DEB,5,0.3042054658487942,0.12044933958069774,0.2974111144576112,0.12044933958069774
3052AEDB-2B8F-4821-A91A-47513BA26DEB,7,0.24832906016398443,0.11062020031379084,0.2720737415171758,0.11062020031379084
3052AEDB-2B8F-4821-A91A-47513BA26DEB,11,0.11292216199126207,0.11451619666924688,0.26154200280408724,0.11451619666924688
3052AEDB-2B8F-4821-A91A-47513BA26DEB,21,0.1834605912182167,0.1292889485470697,0.25975967555429,0.1292889485470697
B78027F8-1112-454B-BF89-C30F71C6BC55,1,0.5154225027916773,0.0930144220565193,0.15598338319759514,0.0930144220565193
B78027F8-1112-454B-BF89-C30F71C6BC55,3,0.23090734793686282,0.09321507802523475,0.2002957613395475,0.09321507802523475
B78027F8-1112-454B-BF89-C30F71C6BC55,5,0.2742137034151444,0.09937092686236154,0.20490803384135828,0.09937092686236154
B78027F8-1112-454B-BF89-C30F71C6BC55,7,0.25662720811600376,0.09525021579776025,0.20515360807998734,0.09525021579776025
B78027F8-1112-454B-BF89-C30F71C6BC55,11,0.25213556077024607,0.10234024466431908,0.2974083541384791,0.10234024466431908
B78027F8-1112-454B-BF89-C30F71C6BC55,21,0.2564902918842866,0.11982334431585953,0.36121841073570393,0.11982334431585953
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,1,0.4795981400727212,0.11455785538994143,0.2254228031601074,0.11455785538994143
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,3,0.33869249926403605,0.09445311212599802,0.18596433328949902,0.09445311212599802
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,5,0.235076293858674,0.08899519432988592,0.16859096552132674,0.08899519432988592
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,7,0.19837300468016714,0.09389379768940569,0.1687483290022411,0.09389379768940569
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,11,0.1783824872201277,0.10340982748954455,0.19374790221873742,0.10340982748954455
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,21,0.13222291634749914,0.12164133003490463,0.2995124697980393,0.12164133003490463
1F171CDF-484F-4AA0-B568-2E8B28EDFAFC,1,0.6275016321600528,0.08960989423667988,0.15323521812763205,0.08960989423667988
1F171CDF-484F-4AA0-B568-2E8B28EDFAFC,3,0.29791631410485375,0.09361464150773965,0.1439117067317018,0.09361464150773965
1F171CDF-484F-4AA0-B568-2E8B28EDFAFC,5,0.30962556771304317,0.10751510487744324,0.22049376306094554,0.10751510487744324
1F171CDF-484F-4AA0-B568-2E8B28EDFAFC,7,0.41029149958061684,0.09913906326316474,0.19531431881657974,0.09913906326316474
1F171CDF-484F-4AA0-B568-2E8B28EDFAFC,11,0.35448193057211747,0.10773998268287294,0.22136311235208683,0.10773998268287294
1F171CDF-484F-4AA0-B568-2E8B28EDFAFC,21,0.3502511996110929,0.10873515005955828,0.22238302533853338,0.10873515005955828
3A81A32A-C893-4B1E-AC74-A8FE60E3760A,1,0.44396486568494176,0.12301678373773081,0.19517625372444863,0.12301678373773081
3A81A32A-C893-4B1E-AC74-A8FE60E3760A,3,0.16462467764347874,0.10032839656272699,0.15663498122702363,0.10032839656272699
3A81A32A-C893-4B1E-AC74-A8FE60E3760A,5,0.240233822177128,0.11962680679595838,0.23249768432735757,0.11962680679595838
3A81A32A-C893-4B1E-AC74-A8FE60E3760A,7,0.36513223322318283,0.12313598542669323,0.2130319602267028,0.12313598542669323
3A81A32A-C893-4B1E-AC74-A8FE60E3760A,11,0.23092987435729243,0.120643307293925,0.23997912247916584,0.120643307293925
3A81A32A-C893-4B1E-AC74-A8FE60E3760A,21,0.33064624916812907,0.1113180024097485,0.24797528127941337,0.1113180024097485
