uuid,number of vertices,nesting ratio,nesting bias,number of operations,maximum cartographic error,average cartographic error,maximum polygon complexity,average polygon complexity
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,10,0.25,0.0,0,0.4162415000812574,0.21099561081343263,0.256679806539414,0.12581808425148686
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,10,0.25,0.0,1,0.3205749940851829,0.14571262841030522,0.2103143071057012,0.12636832499444745
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,10,0.25,0.0,2,0.3301223903837527,0.15422192582811245,0.20442706131693147,0.12176137524885781
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,10,0.25,0.0,3,0.2851721216005501,0.1487486655966504,0.23671593308870836,0.12507509488967575
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,10,0.25,0.0,4,0.19128387648701273,0.11202067032723774,0.1835675153982205,0.11337094201917823
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,10,0.25,0.0,5,0.27610296605556667,0.12708120748725274,0.2726563368020927,0.12851613157664799
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,10,0.25,0.0,6,0.23090145155404734,0.11364481580651864,0.2755271888896704,0.12382640898595976
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,10,0.25,0.0,7,0.18664919352726267,0.09937321207028912,0.2787890070096168,0.12085161306061809
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,10,0.25,0.0,8,0.19066432499854108,0.10627477247019006,0.27078651088257,0.12026585653364949
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,10,0.25,0.0,9,0.2952162175883598,0.11692166228799614,0.2680215559566262,0.12750669474866574
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,10,0.25,0.0,10,0.3443261713152274,0.13508350507005498,0.30118144478059333,0.13198840775992535
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,10,0.25,0.0,11,0.3794200495480482,0.12739820866801937,0.3110458831360883,0.12571409644724915
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,10,0.25,0.0,12,0.2762160737163733,0.12657503996471783,0.3091172598661809,0.13454797135506633
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,10,0.25,0.0,13,0.2279207550370307,0.10001079482069553,0.3140170131412765,0.12681183978614116
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,10,0.25,0.0,14,0.3461816645604048,0.15885043075740432,0.327701181156871,0.1355280486961221
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,10,0.25,0.0,15,0.2845921760895478,0.10650992018145096,0.3326752522462723,0.1329871581543507
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,10,0.25,0.0,16,0.3475187290403266,0.1309964635187753,0.3298344439076085,0.1327317377799086
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,10,0.25,0.0,17,0.40384671851924436,0.14329459410306702,0.33438580993730554,0.13075396719706817
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,10,0.25,0.0,18,0.29911673001940986,0.11811290254703947,0.35207067026139294,0.12641948727014993
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,10,0.25,0.0,19,0.3395885265555285,0.12450977737919484,0.3450264257471907,0.12255821227274814
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,10,0.25,0.0,20,0.38258340833511917,0.14511218853374577,0.3625196820577402,0.12253997011710831
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.25,0.0,0,0.5965686439045276,0.1817360938976823,0.24989904869822038,0.12139834421183407
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.25,0.0,1,0.5306424053651371,0.1483823832922669,0.21984572439135253,0.11275123171038567
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.25,0.0,2,0.3388403506647945,0.13009202010865734,0.22173444956777416,0.10657413083071743
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.25,0.0,3,0.3407292343069696,0.15607464986672448,0.19017603181766557,0.09858989410233132
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.25,0.0,4,0.3350496078352965,0.1655344266036856,0.2071429390276836,0.10307883599665237
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.25,0.0,5,0.30326979954251043,0.17463363576755245,0.20689385896774742,0.11146107304738419
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.25,0.0,6,0.27758231525139404,0.19920608140088747,0.20053879017497298,0.11086279001263777
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.25,0.0,7,0.30404259159901537,0.17442387351314786,0.18757194815425265,0.10635924826971105
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.25,0.0,8,0.28457665485253036,0.1573113758051905,0.16986089797007153,0.10375907188227741
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.25,0.0,9,0.2517261890462935,0.11686750705589771,0.14913675092081555,0.09820381276679718
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.25,0.0,10,0.2541588583979759,0.14468622771419712,0.15449179401632623,0.1003653345267111
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.25,0.0,11,0.31411509735957904,0.14442851173759325,0.15672312410943123,0.09995611219447896
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.25,0.0,12,0.3562115999337952,0.12161019558465327,0.16453076313768852,0.09562200377381656
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.25,0.0,13,0.3568523974217563,0.13250788011395756,0.16292458939943394,0.09722923863254138
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.25,0.0,14,0.3279182739069892,0.13610644695763943,0.20929538867946357,0.0982269492052283
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.25,0.0,15,0.33394777599640457,0.14714008751123311,0.20008457263074242,0.10025742589556656
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.25,0.0,16,0.25671148068534533,0.09512350675107631,0.19277662297009143,0.09635422780063675
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.25,0.0,17,0.26966968249325185,0.10303019472006851,0.18901530999158067,0.09777201714651787
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.25,0.0,18,0.2856711739650709,0.13577550186601128,0.19558905274805086,0.1025222686305483
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.25,0.0,19,0.4506114715507717,0.18476547940699026,0.2361299839222185,0.11290126778334167
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.25,0.0,20,0.34364229115735445,0.15441163178690204,0.21041372661682722,0.11059176484964996
4C84D073-8E95-4BB3-924D-8AE018CB08EB,10,0.25,0.0,0,0.33801834509324985,0.10698443167878306,0.16728336027986093,0.08428652694319579
4C84D073-8E95-4BB3-924D-8AE018CB08EB,10,0.25,0.0,1,0.32607862205227967,0.1567244572135267,0.16299542420614116,0.09002228695698228
4C84D073-8E95-4BB3-924D-8AE018CB08EB,10,0.25,0.0,2,0.2695583622730481,0.17119927137418442,0.19815306796779603,0.10039222534734303
