uuid,initial number of clusters,nesting ratio,nesting bias,number of operations,maximum cartographic error,average cartographic error,maximum polygon complexity,average polygon complexity,number of internal vertices in cluster graph,number of external vertices in cluster graph,number of internal edges in cluster graph,number of external edges in cluster graph,number of faces in cluster graph
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.25,0.99,0,0.6445809197601614,0.20598649088418303,0.2553537368122524,0.0985870108226293,16,9,54,9,39
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.25,0.99,1,0.49080031179575606,0.17543101341797138,0.2361769578707025,0.09852146727397781,15,9,51,9,37
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.25,0.99,2,0.3658854365272777,0.17577898236233824,0.22967322340562601,0.09261533474614082,14,9,48,9,35
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.25,0.99,3,0.3580310335899155,0.15131824173411926,0.20017920502146916,0.08870514867500327,13,10,46,10,34
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.25,0.99,4,0.3602818151688872,0.15538455879707458,0.199647785698868,0.0933887454854414,14,9,48,9,35
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.25,0.99,5,0.387391009758047,0.1622340479003945,0.22552409919772046,0.0980418993252236,15,9,51,9,37
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.25,0.99,6,0.38880885175641344,0.13650786029131137,0.23432103461543075,0.10424722852201797,16,8,53,8,38
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.25,0.99,7,0.27778313308162195,0.12806133982645826,0.25951833346757963,0.11142134719348044,16,8,53,8,38
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.25,0.99,8,0.28228552568041315,0.12115036000255565,0.2609641285160058,0.10922930944104406,15,8,50,8,36
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.25,0.99,9,0.3906209632592397,0.1272164827248609,0.305801197210554,0.11154590679314146,16,7,52,7,37
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.25,0.99,10,0.33818470069353335,0.1143592958110017,0.31050268563048244,0.11201810198145233,16,8,53,8,38
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.25,0.99,11,0.23477439601948907,0.10631536725072697,0.3185187158392727,0.11643920408659053,17,7,55,7,39
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.25,0.99,12,0.2689493427403409,0.11691341603530954,0.3847246066407848,0.12379733856574388,18,6,57,6,40
