uuid,number of vertices,nesting ratio,nesting bias,number of operations,maximum cartographic error,average cartographic error,maximum polygon complexity,average polygon complexity
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.99,0,0.4228964644593168,0.16986159376782117,0.1940858356500192,0.1046849058068271
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.99,1,0.35237144104524404,0.16424393400856094,0.18871922925055196,0.104905284023604
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.99,2,0.3661124401722585,0.1523712394211665,0.19216175137387748,0.10707506360685413
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.99,3,0.32053532987768857,0.11925497551465997,0.1922012232527242,0.10237099544756514
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.99,4,0.2895122482945263,0.12062687041307409,0.19613992293184024,0.10286564858074697
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.99,5,0.2920523417398466,0.10762127805907926,0.20446569046136515,0.11135660561230315
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.99,6,0.5166584915541936,0.13502705297117001,0.20392315535992336,0.1071892402198745
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.99,7,0.3192956046151416,0.14614864826595636,0.19712431382245896,0.10658841124018555
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.99,8,0.2707017427418313,0.1426938589798295,0.22811811586196556,0.10586551538697979
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.99,9,0.32482236413715404,0.14177071084130485,0.22636540309832248,0.10929899808611335
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.99,10,0.31852726775098744,0.15293994749489898,0.22145541415842088,0.11117302734299928
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.99,11,0.2812671140525897,0.14247065530457795,0.21449649362968642,0.1118621712960214
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.99,12,0.27448156619115915,0.12144093136775888,0.19864645683372517,0.10838660090742686
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.99,13,0.3137506709067331,0.1291828600224746,0.2185167536236589,0.10495955160722185
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.99,14,0.3724016329967785,0.15778773815839156,0.2545724281717118,0.10499555656934532
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.99,15,0.4423259965745326,0.17111325758318097,0.21750660359073257,0.10444308536654792
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.99,16,0.3737149399751981,0.18362106784999008,0.2134531759927511,0.1054458919618428
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.99,17,0.30416821597841426,0.13822667755572018,0.2203794326542,0.10801799273398391
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.99,18,0.36606394020065397,0.12414391562656941,0.24228256389429537,0.10098280276375837
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.99,19,0.2742967722905601,0.11997445704680681,0.24490640388139598,0.10899721794165727
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.99,20,0.2991492460490299,0.15671067399545777,0.23846041601511936,0.10804885903007536
AE097F3A-14FD-4735-A19B-8FD343CA3346,20,0.25,0.99,0,0.5568797223396891,0.25069166216971644,0.27222518711788785,0.10588709962558836
AE097F3A-14FD-4735-A19B-8FD343CA3346,20,0.25,0.99,1,0.5227210067557126,0.22386469781875057,0.2763484015766435,0.1031749050181833
AE097F3A-14FD-4735-A19B-8FD343CA3346,20,0.25,0.99,2,0.43580668815494045,0.1813540907560816,0.28523738632994255,0.09513899950255834
AE097F3A-14FD-4735-A19B-8FD343CA3346,20,0.25,0.99,3,0.3404110602845191,0.14796312070274603,0.2643703509113548,0.09442740073986956
AE097F3A-14FD-4735-A19B-8FD343CA3346,20,0.25,0.99,4,0.3493377027979815,0.17091582586617374,0.25449194053751084,0.08964613392293412
AE097F3A-14FD-4735-A19B-8FD343CA3346,20,0.25,0.99,5,0.3390542378268685,0.13117312717572793,0.23628391844883692,0.09213576696416888
AE097F3A-14FD-4735-A19B-8FD343CA3346,20,0.25,0.99,6,0.2807227635101801,0.13887957387517863,0.18125445973177762,0.08420156161067043
AE097F3A-14FD-4735-A19B-8FD343CA3346,20,0.25,0.99,7,0.30218049475743,0.14648904135077975,0.22582121015513956,0.08931498551967637
AE097F3A-14FD-4735-A19B-8FD343CA3346,20,0.25,0.99,8,0.37427564975962646,0.15198182080623285,0.20710637254892234,0.09473361781570926
AE097F3A-14FD-4735-A19B-8FD343CA3346,20,0.25,0.99,9,0.40174310203747604,0.17845279558100635,0.20915419305707617,0.10199568660030386
AE097F3A-14FD-4735-A19B-8FD343CA3346,20,0.25,0.99,10,0.2944602431246078,0.16221755898549012,0.21748660081253235,0.09928057502114576
AE097F3A-14FD-4735-A19B-8FD343CA3346,20,0.25,0.99,11,0.3049489447029537,0.15654823475889665,0.22515677945090706,0.10294429995365117
AE097F3A-14FD-4735-A19B-8FD343CA3346,20,0.25,0.99,12,0.3275510402917008,0.1641876982734792,0.22804763656071553,0.09947711221124596
AE097F3A-14FD-4735-A19B-8FD343CA3346,20,0.25,0.99,13,0.3569780302758424,0.16556093936775276,0.24458136412871756,0.09858582289354118
AE097F3A-14FD-4735-A19B-8FD343CA3346,20,0.25,0.99,14,0.4388018192033886,0.20017647283595782,0.2841568835170948,0.10628100241599096
AE097F3A-14FD-4735-A19B-8FD343CA3346,20,0.25,0.99,15,0.36641596313102437,0.17443354598395383,0.22818059023924653,0.10442500105753474
AE097F3A-14FD-4735-A19B-8FD343CA3346,20,0.25,0.99,16,0.289332994254559,0.16621312917496722,0.21963973639314371,0.10202661815739805
AE097F3A-14FD-4735-A19B-8FD343CA3346,20,0.25,0.99,17,0.30881320264805706,0.14188479199247275,0.21669863335405753,0.09903793829602427
AE097F3A-14FD-4735-A19B-8FD343CA3346,20,0.25,0.99,18,0.33811424834713927,0.1528105886291937,0.2813233211855667,0.10625919290467685
AE097F3A-14FD-4735-A19B-8FD343CA3346,20,0.25,0.99,19,0.40202890417448145,0.16347038243607626,0.2748241961541745,0.10874435497546937
AE097F3A-14FD-4735-A19B-8FD343CA3346,20,0.25,0.99,20,0.45853891083161735,0.1852584897349971,0.2976789149150098,0.11612486572094788
4C84D073-8E95-4BB3-924D-8AE018CB08EB,20,0.25,0.99,0,0.43885097476901036,0.18963034448988242,0.20417585036338867,0.11945111108201481
4C84D073-8E95-4BB3-924D-8AE018CB08EB,20,0.25,0.99,1,0.37268208914344153,0.16333164624304608,0.2214517458758277,0.12013698580517788
4C84D073-8E95-4BB3-924D-8AE018CB08EB,20,0.25,0.99,2,0.417378299780312,0.18493319019300222,0.22167138292507577,0.1265019862359897
4C84D073-8E95-4BB3-924D-8AE018CB08EB,20,0.25,0.99,3,0.44035655451646044,0.1901100752049234,0.21916279331894317,0.12665141306988736
4C84D073-8E95-4BB3-924D-8AE018CB08EB,20,0.25,0.99,4,0.3307598095226759,0.1704902583792918,0.2240590171455723,0.12383243042979997
4C84D073-8E95-4BB3-924D-8AE018CB08EB,20,0.25,0.99,5,0.28618016051327694,0.14554523711792988,0.23437276434100957,0.12846253324886872
4C84D073-8E95-4BB3-924D-8AE018CB08EB,20,0.25,0.99,6,0.32772497772086023,0.14753370693559328,0.22164031419261632,0.12625417376386242
4C84D073-8E95-4BB3-924D-8AE018CB08EB,20,0.25,0.99,7,0.33487964372971957,0.13654515949621412,0.2226939879928889,0.12603705670673626
4C84D073-8E95-4BB3-924D-8AE018CB08EB,20,0.25,0.99,8,0.39495975635677694,0.11873854663591143,0.25417390803091644,0.12991584180167337
4C84D073-8E95-4BB3-924D-8AE018CB08EB,20,0.25,0.99,9,0.35129776279649455,0.12314201096526765,0.26576999490533804,0.1330014768665002
4C84D073-8E95-4BB3-924D-8AE018CB08EB,20,0.25,0.99,10,0.3195667636901793,0.11730338921945609,0.2747720665267968,0.13410665770926417
4C84D073-8E95-4BB3-924D-8AE018CB08EB,20,0.25,0.99,11,0.2617150322509775,0.08572454462162783,0.27429656201890706,0.1339587827752249
4C84D073-8E95-4BB3-924D-8AE018CB08EB,20,0.25,0.99,12,0.2672243483534769,0.1145898433556183,0.2865057498146572,0.13053216541052692
4C84D073-8E95-4BB3-924D-8AE018CB08EB,20,0.25,0.99,13,0.36014936526701996,0.11349798136740542,0.2911135268591513,0.13021485369913818
4C84D073-8E95-4BB3-924D-8AE018CB08EB,20,0.25,0.99,14,0.3580458870444111,0.13597999516054934,0.29230857969275537,0.12876994216346077
4C84D073-8E95-4BB3-924D-8AE018CB08EB,20,0.25,0.99,15,0.34962548022811757,0.14427167391605086,0.2904809376945729,0.12629365165965065
4C84D073-8E95-4BB3-924D-8AE018CB08EB,20,0.25,0.99,16,0.2473792650662999,0.12678944421384683,0.2962769992471144,0.12339952727838062
4C84D073-8E95-4BB3-924D-8AE018CB08EB,20,0.25,0.99,17,0.35466773534000196,0.1263145346971172,0.2972903122041535,0.11939301853485029
4C84D073-8E95-4BB3-924D-8AE018CB08EB,20,0.25,0.99,18,0.42007785344772974,0.14165265743641348,0.29668712921579243,0.11823597831206582
4C84D073-8E95-4BB3-924D-8AE018CB08EB,20,0.25,0.99,19,0.2978212823914852,0.1309902807692185,0.2969071880216136,0.11851303088391135
4C84D073-8E95-4BB3-924D-8AE018CB08EB,20,0.25,0.99,20,0.28191087748716254,0.1304550436870634,0.29905929982379414,0.11823198344376312
450053F2-5F0A-4CFE-8A08-92CC201A07B9,20,0.25,0.99,0,0.8246239273065663,0.2337009224581061,0.2643459333695525,0.12410893638623137
450053F2-5F0A-4CFE-8A08-92CC201A07B9,20,0.25,0.99,1,0.6449760882586791,0.18738957701561212,0.25717276606977374,0.12138694355257303
450053F2-5F0A-4CFE-8A08-92CC201A07B9,20,0.25,0.99,2,0.41529821184901705,0.14917118514331207,0.25693213286575955,0.1124280817880543
450053F2-5F0A-4CFE-8A08-92CC201A07B9,20,0.25,0.99,3,0.36962903241346423,0.13851078920524967,0.2554446063508524,0.11503272822369358
450053F2-5F0A-4CFE-8A08-92CC201A07B9,20,0.25,0.99,4,0.25966851813764885,0.11499161184580084,0.283564435461244,0.12141303702146007
450053F2-5F0A-4CFE-8A08-92CC201A07B9,20,0.25,0.99,5,0.23158239755698823,0.1351489550460589,0.3156591663231338,0.12047764233015791
450053F2-5F0A-4CFE-8A08-92CC201A07B9,20,0.25,0.99,6,0.292878172784541,0.138434063842101,0.3672235889775256,0.12468304564118925
450053F2-5F0A-4CFE-8A08-92CC201A07B9,20,0.25,0.99,7,0.2990077386284692,0.13359200813742977,0.3816087476833121,0.12651132985366548
450053F2-5F0A-4CFE-8A08-92CC201A07B9,20,0.25,0.99,8,0.2775398982541488,0.1518114527374848,0.37677482128416395,0.12860646453971455
450053F2-5F0A-4CFE-8A08-92CC201A07B9,20,0.25,0.99,9,0.27473140043712885,0.12815072717496306,0.3695787431640507,0.1258973449988311
450053F2-5F0A-4CFE-8A08-92CC201A07B9,20,0.25,0.99,10,0.33778741039327387,0.14145578582029672,0.36873074434081166,0.12352113264010675
450053F2-5F0A-4CFE-8A08-92CC201A07B9,20,0.25,0.99,11,0.32003837523897277,0.17225644970985937,0.38124507626314696,0.12637501374083718
450053F2-5F0A-4CFE-8A08-92CC201A07B9,20,0.25,0.99,12,0.32463885139870047,0.15042517155153035,0.33051178623751687,0.12700902472735082
450053F2-5F0A-4CFE-8A08-92CC201A07B9,20,0.25,0.99,13,0.3152366539189425,0.13869759827939107,0.33370181543349553,0.1325613904013897
450053F2-5F0A-4CFE-8A08-92CC201A07B9,20,0.25,0.99,14,0.3129383000193873,0.1370376366531686,0.338350737001305,0.12825504752661396
450053F2-5F0A-4CFE-8A08-92CC201A07B9,20,0.25,0.99,15,0.25592273592697184,0.1321170171678415,0.3394369205611807,0.1309849712409508
450053F2-5F0A-4CFE-8A08-92CC201A07B9,20,0.25,0.99,16,0.31587572225628535,0.13837538748200284,0.33942950063443666,0.13082676141418234
450053F2-5F0A-4CFE-8A08-92CC201A07B9,20,0.25,0.99,17,0.41174118061758985,0.15432303695289748,0.34165288581972225,0.12997337868135872
450053F2-5F0A-4CFE-8A08-92CC201A07B9,20,0.25,0.99,18,0.4449064065615026,0.1859732067093179,0.41166153237345027,0.1388268523079298
450053F2-5F0A-4CFE-8A08-92CC201A07B9,20,0.25,0.99,19,0.4634813999471477,0.19382240592696465,0.3734384403868653,0.14170122599499596
450053F2-5F0A-4CFE-8A08-92CC201A07B9,20,0.25,0.99,20,0.4050599490529712,0.15566750485663394,0.4032311710899831,0.1432830203156334
9BA67779-50C2-483B-8E81-916125D5D3F7,20,0.25,0.99,0,0.5641494060280323,0.17099271456732776,0.2535893731552404,0.10078354931347892
9BA67779-50C2-483B-8E81-916125D5D3F7,20,0.25,0.99,1,0.3079146868849045,0.12820777380243822,0.20001305974499428,0.09874804724247668
9BA67779-50C2-483B-8E81-916125D5D3F7,20,0.25,0.99,2,0.3104169355974308,0.12083924176555595,0.19993442983654955,0.0990370113400929
9BA67779-50C2-483B-8E81-916125D5D3F7,20,0.25,0.99,3,0.2430647477540741,0.11964209739833395,0.21003149787793288,0.1033394919293771
9BA67779-50C2-483B-8E81-916125D5D3F7,20,0.25,0.99,4,0.23464247454175446,0.12150878254681034,0.21218673551893566,0.10278343863882804
9BA67779-50C2-483B-8E81-916125D5D3F7,20,0.25,0.99,5,0.27170233938444127,0.12548596261904152,0.2002610132847192,0.10322840673360774
9BA67779-50C2-483B-8E81-916125D5D3F7,20,0.25,0.99,6,0.2692034416328107,0.11059074847625958,0.26754597544073244,0.10894593157200497
9BA67779-50C2-483B-8E81-916125D5D3F7,20,0.25,0.99,7,0.342373245410878,0.09925393588505692,0.27653423153045215,0.1156101061567154
9BA67779-50C2-483B-8E81-916125D5D3F7,20,0.25,0.99,8,0.30816741169077366,0.12192081043917428,0.30394537062520566,0.12009365240995148
9BA67779-50C2-483B-8E81-916125D5D3F7,20,0.25,0.99,9,0.2550978925072033,0.0917253137818967,0.3086268234493972,0.11533704383725674
9BA67779-50C2-483B-8E81-916125D5D3F7,20,0.25,0.99,10,0.2506985190672435,0.11264038688052608,0.3227000151440955,0.11446765446431416
9BA67779-50C2-483B-8E81-916125D5D3F7,20,0.25,0.99,11,0.2228392833204839,0.10598555810398691,0.33341579103835883,0.11466242530248079
9BA67779-50C2-483B-8E81-916125D5D3F7,20,0.25,0.99,12,0.3035947756156479,0.11492551225917365,0.33784478145342245,0.12361881314194699
9BA67779-50C2-483B-8E81-916125D5D3F7,20,0.25,0.99,13,0.24406591919769777,0.10345803777728486,0.33442003114042096,0.12160878263733876
9BA67779-50C2-483B-8E81-916125D5D3F7,20,0.25,0.99,14,0.3440890465648205,0.12333731018483644,0.34536358463775474,0.12640833547280436
9BA67779-50C2-483B-8E81-916125D5D3F7,20,0.25,0.99,15,0.2682231648704752,0.09974765049249623,0.3489586696446023,0.1268667238336496
9BA67779-50C2-483B-8E81-916125D5D3F7,20,0.25,0.99,16,0.2715178207346638,0.1144136788897312,0.3529246814226117,0.12584194100905688
9BA67779-50C2-483B-8E81-916125D5D3F7,20,0.25,0.99,17,0.29880873473327085,0.11603754432780515,0.36057728601989014,0.12400363288326045
9BA67779-50C2-483B-8E81-916125D5D3F7,20,0.25,0.99,18,0.29534768360973634,0.1015901186219847,0.35726131128817185,0.125374108084265
9BA67779-50C2-483B-8E81-916125D5D3F7,20,0.25,0.99,19,0.27134264859407886,0.10950855805441682,0.3635655398170261,0.12362340871527548
9BA67779-50C2-483B-8E81-916125D5D3F7,20,0.25,0.99,20,0.2396496868637532,0.10661241011873047,0.3637437390361221,0.12456788372027476
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,20,0.25,0.99,0,0.5599057786180398,0.19396965959755014,0.30337272186564784,0.13075235472721974
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,20,0.25,0.99,1,0.5156255559335258,0.1854076101487788,0.2921191912067421,0.1315199358840952
