uuid,nesting ratio and bias,maximum cartographic error,average cartographic error,maximum polygon complexity,average polygon complexity
4D721EDD-2FAD-49F4-875C-A0945C9A0471,0.0-0.0,0.32363228401371397,0.07820474479070906,0.16068784047794504,0.07820474479070906
4D721EDD-2FAD-49F4-875C-A0945C9A0471,0.25-0.0,0.33795973023406556,0.12693271066454997,0.35497264583460186,0.12693271066454997
4D721EDD-2FAD-49F4-875C-A0945C9A0471,0.25-0.5,0.2600206246218834,0.084480211914167,0.1733197935466936,0.084480211914167
4D721EDD-2FAD-49F4-875C-A0945C9A0471,0.25-1.0,0.44605767438353844,0.12188421449138588,0.23189702017275243,0.12188421449138588
4D721EDD-2FAD-49F4-875C-A0945C9A0471,0.5-0.0,0.3984710441274821,0.13349440190198247,0.33285157708231305,0.13349440190198247
4D721EDD-2FAD-49F4-875C-A0945C9A0471,0.5-0.5,0.41928491470644047,0.1305328389292535,0.3432100573815654,0.1305328389292535
4D721EDD-2FAD-49F4-875C-A0945C9A0471,0.5-1.0,0.4164202128395409,0.1393321702815627,0.2827945145172137,0.1393321702815627
3052AEDB-2B8F-4821-A91A-47513BA26DEB,0.0-0.0,0.3546749763462508,0.13433810139459837,0.23900101134787294,0.13433810139459837
3052AEDB-2B8F-4821-A91A-47513BA26DEB,0.25-0.0,0.26339422918999017,0.1010569129234021,0.23202696041616414,0.1010569129234021
3052AEDB-2B8F-4821-A91A-47513BA26DEB,0.25-0.5,0.44633216143541554,0.12635923293384063,0.24974872493724348,0.12635923293384063
3052AEDB-2B8F-4821-A91A-47513BA26DEB,0.25-1.0,0.44138576790651995,0.11544848627212405,0.2381623684494273,0.11544848627212405
3052AEDB-2B8F-4821-A91A-47513BA26DEB,0.5-0.0,0.3448817051752575,0.13718133302457935,0.2955724886190996,0.13718133302457935
3052AEDB-2B8F-4821-A91A-47513BA26DEB,0.5-0.5,0.5965171056885965,0.13245026623723924,0.27638441281738446,0.13245026623723924
3052AEDB-2B8F-4821-A91A-47513BA26DEB,0.5-1.0,0.3235249746299397,0.11507049003011888,0.2603271711505075,0.11507049003011888
B78027F8-1112-454B-BF89-C30F71C6BC55,0.0-0.0,0.30847030255973984,0.08986165318144396,0.23427600914182461,0.08986165318144396
B78027F8-1112-454B-BF89-C30F71C6BC55,0.25-0.0,0.3643903782155269,0.1135678396471677,0.24498847268925947,0.1135678396471677
B78027F8-1112-454B-BF89-C30F71C6BC55,0.25-0.5,0.4010439147673961,0.11979351983899758,0.3335859520959614,0.11979351983899758
B78027F8-1112-454B-BF89-C30F71C6BC55,0.25-1.0,0.4303464402718629,0.13175905315872688,0.3056029368046245,0.13175905315872688
B78027F8-1112-454B-BF89-C30F71C6BC55,0.5-0.0,0.37211861944071095,0.13852160201817246,0.33569230545739465,0.13852160201817246
