uuid,initial number of clusters,nesting ratio,nesting bias,number of operations,maximum cartographic error,average cartographic error,maximum polygon complexity,average polygon complexity,number of internal vertices in cluster graph,number of external vertices in cluster graph,number of internal edges in cluster graph,number of external edges in cluster graph,number of faces in cluster graph,average internal vertex degree in cluster graph,average external vertex degree in cluster graph
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.5,0,0.4315294314118975,0.19034411084933475,0.33656573372450915,0.13049416776991363,17,8,56,8,40,5.235294117647059,4.875
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.5,1,0.3792149009480792,0.1638757625158731,0.3612691487662615,0.12498516595500594,17,9,57,9,41,5.235294117647059,4.777777777777778
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.5,2,0.357707664858107,0.15044447179538012,0.3617384183057488,0.12649590547608658,18,8,59,8,42,5.166666666666667,5.125
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.5,3,0.38222618658906987,0.17241949582576127,0.3807726397731686,0.1333811219237061,19,7,61,7,43,5.315789473684211,5.0
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.5,4,0.35470751172244486,0.16212986229308674,0.39216016542400617,0.13196944244923484,18,8,59,8,42,5.388888888888889,4.625
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.5,5,0.31619178369817225,0.16204584798868502,0.38653797088757436,0.13072473733918333,19,8,62,8,44,5.421052631578948,4.625
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.5,6,0.3321509269392638,0.15995269826148964,0.39823530373446475,0.1318619747294303,18,8,59,8,42,5.444444444444445,4.5
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.5,7,0.3951565427967022,0.18866462240919846,0.38829223211922026,0.12953664958257508,17,8,56,8,40,5.470588235294118,4.375
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.5,8,0.2947928808672252,0.16707858367685027,0.3935770840872881,0.12580305199393352,17,8,56,8,40,5.470588235294118,4.375
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.5,9,0.2847719174498107,0.17041330729683815,0.407140680531057,0.1278316731874155,16,8,53,8,38,5.4375,4.375
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.5,10,0.3383728666398561,0.16416322398239783,0.40176593387821435,0.1288151806827395,16,7,52,7,37,5.4375,4.428571428571429
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.5,11,0.3667174841521035,0.1275635453867405,0.4037518787728436,0.12883880391198713,17,6,54,6,38,5.352941176470588,4.833333333333333
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.5,12,0.462636512264563,0.15791719783693417,0.4084240278507446,0.13296450136723742,18,5,56,5,39,5.388888888888889,5.0
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.5,13,0.39900766893268147,0.1713165649246063,0.40324938796487375,0.13783144941820977,18,5,56,5,39,5.444444444444445,4.8
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.5,14,0.4106566541079765,0.16395490042181773,0.39455431738910696,0.13618085014601025,19,5,59,5,41,5.473684210526316,4.8
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.5,15,0.41227721674377027,0.16297371071836372,0.3728914937052188,0.1382482639034108,18,5,56,5,39,5.5,4.6
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.5,16,0.5041992370523672,0.14832940021907276,0.3671584679985145,0.14082704317322145,18,5,56,5,39,5.5,4.6
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.5,17,0.49285516400475354,0.15278864657478158,0.3695201069240132,0.1453411058021685,19,4,58,4,40,5.368421052631579,5.5
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.5,18,0.3893057113197197,0.14643630690968767,0.3574351076973643,0.14144628609841628,20,4,61,4,42,5.4,5.5
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.5,19,0.3995125627498318,0.13566533435729172,0.34401981243511415,0.13811649646060103,21,4,64,4,44,5.428571428571429,5.5
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.5,20,0.5246120006871728,0.1729038924300628,0.33424294644022445,0.14337068374007905,20,4,61,4,42,5.5,5.0
AE097F3A-14FD-4735-A19B-8FD343CA3346,25,0.5,0.5,0,0.719754855540817,0.20219231047340447,0.31781407111469684,0.13763548346475807,19,6,60,6,42,5.105263157894737,5.833333333333333
AE097F3A-14FD-4735-A19B-8FD343CA3346,25,0.5,0.5,1,0.536202467135932,0.17017903444677618,0.40367172754937275,0.14004257257714572,20,5,62,5,43,5.15,6.2
AE097F3A-14FD-4735-A19B-8FD343CA3346,25,0.5,0.5,2,0.34890544558092007,0.15994061747392121,0.4084763364143624,0.14046938404365503,21,5,65,5,45,5.190476190476191,6.2
AE097F3A-14FD-4735-A19B-8FD343CA3346,25,0.5,0.5,3,0.3554462008502068,0.1670053724466175,0.4060208034789048,0.142847538121301,20,5,62,5,43,5.25,5.8
AE097F3A-14FD-4735-A19B-8FD343CA3346,25,0.5,0.5,4,0.4332769716492382,0.17519279575625357,0.3988833525975277,0.14606300036683714,20,5,62,5,43,5.25,5.8
AE097F3A-14FD-4735-A19B-8FD343CA3346,25,0.5,0.5,5,0.34381862833802795,0.15507915413670137,0.39842240852780375,0.14114188331553978,20,6,63,6,44,5.25,5.5
AE097F3A-14FD-4735-A19B-8FD343CA3346,25,0.5,0.5,6,0.3400976132792936,0.13800273652788955,0.3964736020630311,0.14120732420981807,19,6,60,6,42,5.2105263157894735,5.5
AE097F3A-14FD-4735-A19B-8FD343CA3346,25,0.5,0.5,7,0.31385426519515985,0.14534485222017557,0.3855869831197879,0.1407603916686903,19,5,59,5,41,5.2105263157894735,5.8
AE097F3A-14FD-4735-A19B-8FD343CA3346,25,0.5,0.5,8,0.38155965422186233,0.13932245511977318,0.400955885080924,0.14126254106552352,20,4,61,4,42,5.15,6.75
AE097F3A-14FD-4735-A19B-8FD343CA3346,25,0.5,0.5,9,0.29602717538330736,0.14052728664380912,0.39448572938472326,0.14039958115159343,21,4,64,4,44,5.190476190476191,6.75
AE097F3A-14FD-4735-A19B-8FD343CA3346,25,0.5,0.5,10,0.2720601554750811,0.15590723001557685,0.36909639887460044,0.14668605514984961,22,3,66,3,45,5.409090909090909,6.333333333333333
AE097F3A-14FD-4735-A19B-8FD343CA3346,25,0.5,0.5,11,0.23494622608474844,0.11822760155803211,0.3516421894067304,0.14477992029462267,21,4,64,4,44,5.333333333333333,6.0
AE097F3A-14FD-4735-A19B-8FD343CA3346,25,0.5,0.5,12,0.40332782756841423,0.14049325749596916,0.3344620771504819,0.14149633916645724,21,5,65,5,45,5.333333333333333,5.6
AE097F3A-14FD-4735-A19B-8FD343CA3346,25,0.5,0.5,13,0.3327838958433539,0.157867348730679,0.343801389118202,0.1529299630318514,22,4,67,4,46,5.409090909090909,5.75
AE097F3A-14FD-4735-A19B-8FD343CA3346,25,0.5,0.5,14,0.32881367355957775,0.13791393268522695,0.34445224589387635,0.15042188968413456,21,5,65,5,45,5.333333333333333,5.6
AE097F3A-14FD-4735-A19B-8FD343CA3346,25,0.5,0.5,15,0.3374415914894728,0.15363466270456275,0.33352485357057043,0.14751256022079842,21,5,65,5,45,5.333333333333333,5.6
AE097F3A-14FD-4735-A19B-8FD343CA3346,25,0.5,0.5,16,0.3455592175398999,0.13860061608150448,0.35618729322333453,0.14774366511364073,21,5,65,5,45,5.333333333333333,5.6
AE097F3A-14FD-4735-A19B-8FD343CA3346,25,0.5,0.5,17,0.3499466869213765,0.1319728315268607,0.3561174971549233,0.1479930576864033,22,4,67,4,46,5.363636363636363,6.0
AE097F3A-14FD-4735-A19B-8FD343CA3346,25,0.5,0.5,18,0.38278735452578316,0.1324045532435711,0.3652745108171356,0.14506086614721173,23,4,70,4,48,5.391304347826087,6.0
AE097F3A-14FD-4735-A19B-8FD343CA3346,25,0.5,0.5,19,0.3242275453534328,0.1121686955179246,0.36911691064312635,0.14398942433488093,23,3,69,3,47,5.391304347826087,6.666666666666667
AE097F3A-14FD-4735-A19B-8FD343CA3346,25,0.5,0.5,20,0.3367779390644167,0.11325228113324184,0.37753874534132037,0.1451372552672787,23,3,69,3,47,5.391304347826087,6.666666666666667
4C84D073-8E95-4BB3-924D-8AE018CB08EB,25,0.5,0.5,0,0.492171958492944,0.16687265362659814,0.3434173182367515,0.12996722818976444,19,6,60,6,42,4.947368421052632,6.333333333333333
4C84D073-8E95-4BB3-924D-8AE018CB08EB,25,0.5,0.5,1,0.34509278288870887,0.12945027543562854,0.36230646331424243,0.13064452241349886,20,5,62,5,43,4.9,7.2
4C84D073-8E95-4BB3-924D-8AE018CB08EB,25,0.5,0.5,2,0.3073050078446612,0.09980675982389861,0.3460346579588752,0.13240958007559062,21,4,64,4,44,5.0476190476190474,7.5
4C84D073-8E95-4BB3-924D-8AE018CB08EB,25,0.5,0.5,3,0.35576568479580994,0.10138681563480592,0.35920714254160724,0.12946174888292422,21,5,65,5,45,5.0476190476190474,6.8
4C84D073-8E95-4BB3-924D-8AE018CB08EB,25,0.5,0.5,4,0.33246371843822675,0.10342986985573431,0.3468470572682869,0.1308802505023065,21,4,64,4,44,5.0476190476190474,7.5
4C84D073-8E95-4BB3-924D-8AE018CB08EB,25,0.5,0.5,5,0.3271128884250345,0.11676125235454786,0.3659231709130404,0.1287312110214678,20,4,61,4,42,5.05,7.25
4C84D073-8E95-4BB3-924D-8AE018CB08EB,25,0.5,0.5,6,0.3333365904305039,0.14624217909192697,0.3718315699178986,0.1327536144884347,21,4,64,4,44,5.095238095238095,7.25
4C84D073-8E95-4BB3-924D-8AE018CB08EB,25,0.5,0.5,7,0.3066528956590392,0.1317059648466083,0.3719886338207596,0.13483161766475302,20,4,61,4,42,5.1,7.0
4C84D073-8E95-4BB3-924D-8AE018CB08EB,25,0.5,0.5,8,0.24346966545108872,0.13231455512780244,0.3618989614997599,0.1348398024816798,19,4,58,4,40,5.052631578947368,7.0
4C84D073-8E95-4BB3-924D-8AE018CB08EB,25,0.5,0.5,9,0.18944169003409086,0.11831107317511251,0.3465161531206892,0.14016396141008483,20,3,60,3,41,5.25,7.0
4C84D073-8E95-4BB3-924D-8AE018CB08EB,25,0.5,0.5,10,0.1980621399745728,0.11543935930298552,0.33928545636078017,0.13967530983393345,19,4,58,4,40,5.052631578947368,7.0
