uuid,initial number of clusters,nesting ratio,nesting bias,number of operations,maximum cartographic error,average cartographic error,maximum polygon complexity,average polygon complexity,number of internal vertices in cluster graph,number of external vertices in cluster graph,number of internal edges in cluster graph,number of external edges in cluster graph,number of faces in cluster graph,average internal vertex degree in cluster graph,average external vertex degree in cluster graph
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.5,0.5,0,0.7665062043407898,0.31902093940689347,0.23008971534702205,0.12770696962211467,9,6,30,6,22,4.888888888888889,4.666666666666667
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.5,0.5,1,0.5898642451879674,0.23552933363751885,0.20725679495893193,0.11835935331927508,8,7,28,7,21,4.5,4.857142857142857
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.5,0.5,2,0.34563850650884237,0.16701285900076585,0.20925333149008202,0.11855416978718045,8,6,27,6,20,4.5,5.0
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.5,0.5,3,0.24953015890532257,0.13739248321216507,0.27446788481247814,0.13147841917281572,9,5,29,5,21,4.777777777777778,5.0
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.5,0.5,4,0.29038461514597064,0.17464038696708842,0.2708087055680854,0.13722811600068863,8,5,26,5,19,4.75,4.8
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.5,0.5,5,0.26339969587014184,0.11950728344069392,0.23974340497716112,0.13242987820435392,8,5,26,5,19,4.75,4.8
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.5,0.5,6,0.450335682678415,0.135447872401137,0.27130722246352995,0.1381591900119729,9,5,29,5,21,4.666666666666667,5.2
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.5,0.5,7,0.2995318328250703,0.12362559552061889,0.2882725706829148,0.13351754521460052,8,6,27,6,20,4.875,4.5
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.5,0.5,8,0.25890997407622135,0.11328980352158342,0.2800613867385826,0.12391102990299079,8,7,28,7,21,4.875,4.428571428571429
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.5,0.5,9,0.2670079057518235,0.13813379902571576,0.3014424294224608,0.12245740602123133,8,7,28,7,21,4.75,4.571428571428571
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.5,0.5,10,0.30931272301375184,0.14080026646169572,0.2819075169649677,0.12011198675366735,7,8,26,8,20,4.857142857142857,4.25
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.5,0.5,11,0.29714243729578776,0.13530133290663351,0.28675947615916153,0.11505909077059995,6,9,24,9,19,4.666666666666667,4.222222222222222
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.5,0.5,12,0.31806192557722573,0.15790467586399765,0.27286296168604385,0.11827409852907164,7,9,27,9,21,4.714285714285714,4.333333333333333
