uuid,number of operations,maximum cartographic error,average cartographic error,maximum polygon complexity,average polygon complexity
4D721EDD-2FAD-49F4-875C-A0945C9A0471,1,0.4804184373732214,0.13428015882898775,0.2706155764495174,0.13428015882898775
4D721EDD-2FAD-49F4-875C-A0945C9A0471,3,0.2690840221070114,0.11267443795540655,0.2557673306892167,0.11267443795540655
4D721EDD-2FAD-49F4-875C-A0945C9A0471,5,0.22301134889249724,0.10409136799132454,0.2734781946912588,0.10409136799132454
4D721EDD-2FAD-49F4-875C-A0945C9A0471,7,0.22060101648199235,0.10995034786465854,0.2715807677529981,0.10995034786465854
4D721EDD-2FAD-49F4-875C-A0945C9A0471,11,0.27689880533320904,0.12093168735752877,0.2786177106467396,0.12093168735752877
4D721EDD-2FAD-49F4-875C-A0945C9A0471,21,0.3080378929590961,0.10941466427407466,0.16765646926953637,0.10941466427407466
3052AEDB-2B8F-4821-A91A-47513BA26DEB,1,0.7757143496654345,0.15213358513783576,0.32227740473342026,0.15213358513783576
3052AEDB-2B8F-4821-A91A-47513BA26DEB,3,0.3438862337946631,0.13843136049629415,0.30835798597083186,0.13843136049629415
3052AEDB-2B8F-4821-A91A-47513BA26DEB,5,0.3233092967391765,0.13994002727935187,0.29084924876102747,0.13994002727935187
3052AEDB-2B8F-4821-A91A-47513BA26DEB,7,0.3870180492684213,0.12822065411139325,0.33923737748032085,0.12822065411139325
3052AEDB-2B8F-4821-A91A-47513BA26DEB,11,0.30355818715751615,0.1320816953125927,0.42829217449388474,0.1320816953125927
3052AEDB-2B8F-4821-A91A-47513BA26DEB,21,0.40460133634302264,0.1599891606365596,0.4571040380164794,0.1599891606365596
B78027F8-1112-454B-BF89-C30F71C6BC55,1,0.5898270186654224,0.1252713109029832,0.2504963101345857,0.1252713109029832
B78027F8-1112-454B-BF89-C30F71C6BC55,3,0.3171018972985658,0.11500051938966344,0.20812858012675622,0.11500051938966344
B78027F8-1112-454B-BF89-C30F71C6BC55,5,0.16194120167641227,0.11655470972562737,0.2456033763299269,0.11655470972562737
B78027F8-1112-454B-BF89-C30F71C6BC55,7,0.2410660672815529,0.09504152464543852,0.191816057401279,0.09504152464543852
B78027F8-1112-454B-BF89-C30F71C6BC55,11,0.15237469295251838,0.1091685219022897,0.26316142382265356,0.1091685219022897
B78027F8-1112-454B-BF89-C30F71C6BC55,21,0.18643828524384637,0.10339938556805955,0.2752650803404125,0.10339938556805955
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,1,0.2496497256434155,0.1301989258663166,0.2550666197160779,0.1301989258663166
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,3,0.20114529214186994,0.12626778958510537,0.27478956872363797,0.12626778958510537
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,5,0.18336816648318502,0.1314948482981204,0.3312942301507953,0.1314948482981204
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,7,0.17375142333850668,0.13870493521446647,0.30589481420899334,0.13870493521446647
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,11,0.29957038317409174,0.15164564812539016,0.3265914166687144,0.15164564812539016
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,21,0.2313342127299142,0.12435867915673367,0.33863729858549707,0.12435867915673367
1F171CDF-484F-4AA0-B568-2E8B28EDFAFC,1,0.747381922447892,0.13962326779470108,0.2532827619829243,0.13962326779470108
1F171CDF-484F-4AA0-B568-2E8B28EDFAFC,3,0.39459622086818746,0.1284098462353136,0.22892507582165228,0.1284098462353136
1F171CDF-484F-4AA0-B568-2E8B28EDFAFC,5,0.12767850361231792,0.12491245911344086,0.2616643935439376,0.12491245911344086
1F171CDF-484F-4AA0-B568-2E8B28EDFAFC,7,0.3058623179150299,0.12178881707712988,0.28918098250102925,0.12178881707712988
1F171CDF-484F-4AA0-B568-2E8B28EDFAFC,11,0.35091351695148737,0.12452840651172387,0.35476051107351714,0.12452840651172387
1F171CDF-484F-4AA0-B568-2E8B28EDFAFC,21,0.34507134970697023,0.14606153596533533,0.3904484933922222,0.14606153596533533
3A81A32A-C893-4B1E-AC74-A8FE60E3760A,1,0.3012533533337664,0.1365559614871301,0.2395748141192094,0.1365559614871301
3A81A32A-C893-4B1E-AC74-A8FE60E3760A,3,0.30597680873390326,0.13683616066217752,0.24104268203150214,0.13683616066217752
3A81A32A-C893-4B1E-AC74-A8FE60E3760A,5,0.19158855112807452,0.14132360517736464,0.27197678724361646,0.14132360517736464
3A81A32A-C893-4B1E-AC74-A8FE60E3760A,7,0.27971299725636684,0.12293235828852135,0.2709787786267349,0.12293235828852135
3A81A32A-C893-4B1E-AC74-A8FE60E3760A,11,0.24929882698566003,0.1412956770390728,0.3956858970337336,0.1412956770390728
3A81A32A-C893-4B1E-AC74-A8FE60E3760A,21,0.3397501759461583,0.14867536185761387,0.3813094280388172,0.14867536185761387
1150B156-3AD6-406A-808B-CCBD3CC5DD1D,1,0.35215324461484104,0.1302707211015775,0.28647917853724714,0.1302707211015775
1150B156-3AD6-406A-808B-CCBD3CC5DD1D,3,0.2936415482880696,0.12965625621505483,0.2409848057293449,0.12965625621505483
1150B156-3AD6-406A-808B-CCBD3CC5DD1D,5,0.16637913133135382,0.12886515543620644,0.27340898889993087,0.12886515543620644
1150B156-3AD6-406A-808B-CCBD3CC5DD1D,7,0.295956813618188,0.1351191409138807,0.2880934546045922,0.1351191409138807
1150B156-3AD6-406A-808B-CCBD3CC5DD1D,11,0.1865610501858243,0.14506834779723415,0.25567018125748975,0.14506834779723415
1150B156-3AD6-406A-808B-CCBD3CC5DD1D,21,0.41966788569936453,0.14677774014040604,0.3281919400338606,0.14677774014040604
88F1EBAD-5195-4066-986D-8F5C55B30E9F,1,0.40363437909119143,0.1387894021284982,0.2695608618704491,0.1387894021284982
88F1EBAD-5195-4066-986D-8F5C55B30E9F,3,0.3045852839606245,0.13262165479558263,0.3089915906664249,0.13262165479558263
88F1EBAD-5195-4066-986D-8F5C55B30E9F,5,0.1326333859546621,0.12935231878444528,0.2547164517136088,0.12935231878444528
88F1EBAD-5195-4066-986D-8F5C55B30E9F,7,0.2408362405221102,0.12598734773480647,0.2635662311778702,0.12598734773480647
88F1EBAD-5195-4066-986D-8F5C55B30E9F,11,0.2017932505941797,0.13036882784824497,0.2665314501478539,0.13036882784824497
88F1EBAD-5195-4066-986D-8F5C55B30E9F,21,0.3261082770612353,0.14783052166513508,0.2004380409417849,0.14783052166513508
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,1,0.7256073957760971,0.15580489514053103,0.32649572734221033,0.15580489514053103
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,3,0.4633649008395469,0.14411012374300314,0.2984480608729227,0.14411012374300314
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,5,0.34378325532215565,0.1307859307129286,0.27600863285709465,0.1307859307129286
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,7,0.22722271551458348,0.12150907281575614,0.26859662144206464,0.12150907281575614
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,11,0.2824878444588285,0.1212522065104624,0.2986184336559227,0.1212522065104624
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,21,0.19668185868825142,0.11571085202481059,0.3245077521941877,0.11571085202481059
0193712D-1640-404A-A12D-D4E5B546EA54,1,0.4781526171460247,0.13738210446216356,0.2647265147099985,0.13738210446216356
0193712D-1640-404A-A12D-D4E5B546EA54,3,0.19938255359639476,0.13272434584338044,0.27706020583438384,0.13272434584338044
0193712D-1640-404A-A12D-D4E5B546EA54,5,0.31043465298726053,0.1047213294308599,0.2248222527202257,0.1047213294308599
0193712D-1640-404A-A12D-D4E5B546EA54,7,0.20197029547853299,0.1087936410147098,0.22228790856497144,0.1087936410147098
0193712D-1640-404A-A12D-D4E5B546EA54,11,0.222408500931202,0.11130489720173767,0.1835633273804585,0.11130489720173767
0193712D-1640-404A-A12D-D4E5B546EA54,21,0.27732937092570886,0.14266693156644625,0.25663205984450166,0.14266693156644625
AE097F3A-14FD-4735-A19B-8FD343CA3346,1,0.7394946660087292,0.15604001112365085,0.28775492939592084,0.15604001112365085
AE097F3A-14FD-4735-A19B-8FD343CA3346,3,0.44578807910872925,0.14051370846783345,0.28478313486178003,0.14051370846783345
AE097F3A-14FD-4735-A19B-8FD343CA3346,5,0.32304249043247557,0.13447257249057892,0.2824018081325777,0.13447257249057892
AE097F3A-14FD-4735-A19B-8FD343CA3346,7,0.4020952961823233,0.1296799198479222,0.28479741243306267,0.1296799198479222
AE097F3A-14FD-4735-A19B-8FD343CA3346,11,0.28636191900673386,0.1264864462123262,0.26054358834276015,0.1264864462123262
AE097F3A-14FD-4735-A19B-8FD343CA3346,21,0.2477112001292326,0.12718125280149686,0.31583934628497085,0.12718125280149686
BA5C1BDF-5737-4AB3-985F-84FF834B8FCB,1,0.27180093224771823,0.11155434309919968,0.25009732531975404,0.11155434309919968
BA5C1BDF-5737-4AB3-985F-84FF834B8FCB,3,0.25142263014015254,0.10282245083033854,0.1862852342028179,0.10282245083033854
BA5C1BDF-5737-4AB3-985F-84FF834B8FCB,5,0.2365969325975295,0.10641010709355953,0.20092278073735273,0.10641010709355953
BA5C1BDF-5737-4AB3-985F-84FF834B8FCB,7,0.27040262050537667,0.10433381474691981,0.19616223788184242,0.10433381474691981
