uuid,initial number of clusters,nesting ratio,nesting bias,number of operations,maximum cartographic error,average cartographic error,maximum polygon complexity,average polygon complexity,number of internal vertices in cluster graph,number of external vertices in cluster graph,number of internal edges in cluster graph,number of external edges in cluster graph,number of faces in cluster graph
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.5,0.99,0,0.7580506542165331,0.2616100784886768,0.3647453193414252,0.13183924755143658,25,5,77,5,53
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.5,0.99,1,0.45993445454453724,0.20247484970107135,0.3905189967349486,0.13192861665898092,24,5,74,5,51
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.5,0.99,2,0.46469509449528607,0.1877344812923407,0.39297925270011425,0.13556110945504327,25,5,77,5,53
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.5,0.99,3,0.28033519599850226,0.13996801999971586,0.39192093247383764,0.13448196942320087,26,5,80,5,55
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.5,0.99,4,0.2936998818627865,0.14213047535413217,0.38831393829598093,0.13545476521438804,25,5,77,5,53
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.5,0.99,5,0.2687560041921447,0.11176593670620427,0.3920117365764323,0.13556874310760464,26,5,80,5,55
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.5,0.99,6,0.27610937218806547,0.11319310291836925,0.4049640206548789,0.133042810808217,26,5,80,5,55
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.5,0.99,7,0.2995131495282034,0.11893760113985043,0.4065419859152998,0.13261255618427895,26,5,80,5,55
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.5,0.99,8,0.2743231337749578,0.1156222684348126,0.4278034841252629,0.13065677454874902,25,6,78,6,54
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.5,0.99,9,0.31041460773038887,0.13634888990676414,0.4276550629103739,0.12980365096992047,24,7,76,7,53
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.5,0.99,10,0.33266178536361324,0.13728255650043442,0.42461541265486413,0.12863088791858723,25,7,79,7,55
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.5,0.99,11,0.2463982867340529,0.11067352123674215,0.4190970515627716,0.12557304943225475,25,8,80,8,56
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.5,0.99,12,0.30356645733141646,0.14374642577836877,0.4166015216594742,0.12379152647098722,24,8,77,8,54
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.5,0.99,13,0.31940703099086515,0.13310142756136356,0.41682131491800206,0.1239724017889804,24,8,77,8,54
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.5,0.99,14,0.3655792910900044,0.11421227761348732,0.4099787956456158,0.12532474272638525,23,9,75,9,53
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.5,0.99,15,0.4175048791287556,0.1448048398484319,0.40939735325660703,0.12697377964347917,24,9,78,9,55
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.5,0.99,16,0.35750602607870946,0.13168825271612394,0.4154294022419858,0.12543599112103185,23,9,75,9,53
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.5,0.99,17,0.3108033554084366,0.12410807860392545,0.41011195925872995,0.12649197388233976,24,8,77,8,54
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.5,0.99,18,0.35501231080834844,0.13304238716493744,0.3999204076462611,0.12606359717310278,24,9,78,9,55
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.5,0.99,19,0.37764973547508074,0.14037419907203164,0.3937535804714682,0.12281496589947315,24,10,79,10,56
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.5,0.99,20,0.43460671611959434,0.13702242805022824,0.3905719403237261,0.12413885683853959,25,9,81,9,57
