uuid,initial number of clusters,nesting ratio,nesting bias,number of operations,maximum cartographic error,average cartographic error,maximum polygon complexity,average polygon complexity,number of internal vertices in cluster graph,number of external vertices in cluster graph,number of internal edges in cluster graph,number of external edges in cluster graph,number of faces in cluster graph,average internal vertex degree in cluster graph,average external vertex degree in cluster graph
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.0,0,0.7991390316111198,0.3205585999574094,0.4192605172992607,0.13741008581308709,19,6,60,6,42,5.368421052631579,5.0
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.0,1,0.5562072183635864,0.2861072749063538,0.4201320785220044,0.13812160711492588,20,6,63,6,44,5.4,5.0
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.0,2,0.3656028592159427,0.2180434986658857,0.42445326453408455,0.13583867090928312,21,6,66,6,46,5.380952380952381,5.166666666666667
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.0,3,0.42297796795342807,0.19768071126676168,0.41962641106607723,0.13910310246239638,22,5,68,5,47,5.318181818181818,5.8
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.0,4,0.414597267290259,0.17719131682825903,0.4102996271419399,0.13508535301803726,22,5,68,5,47,5.318181818181818,5.8
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.0,5,0.41185739208667865,0.19903379787004288,0.4168018074047485,0.13651914514976693,22,5,68,5,47,5.318181818181818,5.8
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.0,6,0.4371161588966515,0.18102756643306056,0.4193841396439439,0.13400349277692006,21,6,66,6,46,5.238095238095238,5.666666666666667
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.0,7,0.4775502888657888,0.18259986667794587,0.4271051999507456,0.13810332374342063,21,6,66,6,46,5.190476190476191,5.833333333333333
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.0,8,0.42600898912828533,0.15766088205185963,0.4241159713975021,0.1380608195072621,21,5,65,5,45,5.190476190476191,6.2
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.0,9,0.49155641827007474,0.1330109444149517,0.42475932642958325,0.14023966352612133,22,4,67,4,46,5.2727272727272725,6.5
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.0,10,0.4393683557076588,0.1177532104222031,0.4165470036201507,0.141232625806952,21,4,64,4,44,5.285714285714286,6.25
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.0,11,0.4030177192409918,0.11208906958093078,0.4078542345851218,0.144162942497717,22,3,66,3,45,5.363636363636363,6.666666666666667
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.0,12,0.35960431974839385,0.11171846496817066,0.406237105584191,0.14653407802944327,21,3,63,3,43,5.333333333333333,6.666666666666667
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.0,13,0.38389083918818045,0.11248790890919486,0.4075045700534343,0.14613738546232521,21,3,63,3,43,5.285714285714286,7.0
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.0,14,0.4130434375396,0.11324698270154161,0.4139248912600886,0.14306531970632028,21,3,63,3,43,5.238095238095238,7.333333333333333
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.0,15,0.3639596757979306,0.11119950051367994,0.40587731992842413,0.14357153244474857,20,3,60,3,41,5.25,7.0
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.0,16,0.40065094698872744,0.1087363590101329,0.40188266827152697,0.14543847876348165,19,3,57,3,39,5.2105263157894735,7.0
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.0,17,0.3153707601093104,0.09956483648764591,0.4118387509130117,0.1395037755159299,19,4,58,4,40,5.2105263157894735,6.25
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.0,18,0.39956306484720233,0.1457989785611624,0.424913340397827,0.14082882858702925,20,4,61,4,42,5.2,6.5
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.5,0.0,19,0.3431370993047426,0.12628775761170932,0.4201884387908503,0.14315689973797144,20,3,60,3,41,5.2,7.333333333333333
