uuid,number of vertices,maximum cartographic error,average cartographic error,maximum polygon complexity,average polygon complexity
4D721EDD-2FAD-49F4-875C-A0945C9A0471,10,0.3987318617391775,0.12841439344899588,0.26522087526858956,0.12841439344899588
4D721EDD-2FAD-49F4-875C-A0945C9A0471,15,0.7179251686817486,0.13815407576340288,0.2777094598840302,0.13815407576340288
4D721EDD-2FAD-49F4-875C-A0945C9A0471,20,0.5496233342501011,0.12210554624831618,0.2999085313859519,0.12210554624831618
4D721EDD-2FAD-49F4-875C-A0945C9A0471,25,0.7787399636183815,0.14854052999337417,0.3592270199190519,0.14854052999337417
4D721EDD-2FAD-49F4-875C-A0945C9A0471,30,0.9645400555497432,0.13788715209317856,0.3030673314172596,0.13788715209317856
3052AEDB-2B8F-4821-A91A-47513BA26DEB,10,0.8234572896891761,0.1484544164242269,0.2814978012637327,0.1484544164242269
3052AEDB-2B8F-4821-A91A-47513BA26DEB,15,0.7679481035049673,0.1357735385919828,0.27402203706052924,0.1357735385919828
3052AEDB-2B8F-4821-A91A-47513BA26DEB,20,0.8619379139761537,0.1384669245364527,0.3156113044852067,0.1384669245364527
3052AEDB-2B8F-4821-A91A-47513BA26DEB,25,0.8054116077715435,0.13602515512603236,0.30911534769075477,0.13602515512603236
3052AEDB-2B8F-4821-A91A-47513BA26DEB,30,0.5856840001117998,0.12326828297437367,0.29273696479332695,0.12326828297437367
B78027F8-1112-454B-BF89-C30F71C6BC55,10,0.3655771648603186,0.13167005610106544,0.2501283338809385,0.13167005610106544
B78027F8-1112-454B-BF89-C30F71C6BC55,15,0.7263660099681056,0.10984718440823651,0.2727067714656757,0.10984718440823651
B78027F8-1112-454B-BF89-C30F71C6BC55,20,0.5786486173822382,0.12779978671220601,0.29824772391637644,0.12779978671220601
B78027F8-1112-454B-BF89-C30F71C6BC55,25,0.8741618509559821,0.13571171672617038,0.3009711090161834,0.13571171672617038
B78027F8-1112-454B-BF89-C30F71C6BC55,30,0.8557328633547279,0.1285229886300889,0.3381472495944534,0.1285229886300889
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,10,0.3103573059377772,0.12481540372611408,0.2299199392086695,0.12481540372611408
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,15,0.6984828062881535,0.14682768787255182,0.2910535588206879,0.14682768787255182
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,20,0.8879533546177163,0.1429534691840701,0.3174733447094996,0.1429534691840701
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,25,0.8203554444142704,0.13884302235004012,0.26433830387449736,0.13884302235004012
CFF4725C-241F-4F0D-8E38-3D45933FB1B6,30,0.8228548742972,0.13703391930162537,0.3467874297308021,0.13703391930162537
1F171CDF-484F-4AA0-B568-2E8B28EDFAFC,10,0.7828423883713582,0.13739851328184857,0.3314600315921477,0.13739851328184857
1F171CDF-484F-4AA0-B568-2E8B28EDFAFC,15,0.6675203101924422,0.11864550607310075,0.2976602986652829,0.11864550607310075
1F171CDF-484F-4AA0-B568-2E8B28EDFAFC,20,0.30739607652662027,0.13318341865378885,0.2762918841472196,0.13318341865378885
1F171CDF-484F-4AA0-B568-2E8B28EDFAFC,25,0.8327259254386263,0.13824429493627544,0.3482578163263097,0.13824429493627544
1F171CDF-484F-4AA0-B568-2E8B28EDFAFC,30,0.9326127082176329,0.1210160220558531,0.3211451508799056,0.1210160220558531
3A81A32A-C893-4B1E-AC74-A8FE60E3760A,10,0.7401024268126895,0.13173246503106423,0.2699757301077937,0.13173246503106423
3A81A32A-C893-4B1E-AC74-A8FE60E3760A,15,0.5853446231974136,0.13930181835794445,0.2981563800482039,0.13930181835794445
3A81A32A-C893-4B1E-AC74-A8FE60E3760A,20,0.7975866033006385,0.14901708307636474,0.32594944422235494,0.14901708307636474
3A81A32A-C893-4B1E-AC74-A8FE60E3760A,25,0.8190828105984702,0.1161661782395044,0.29534828236515437,0.1161661782395044
3A81A32A-C893-4B1E-AC74-A8FE60E3760A,30,0.5701554466897605,0.12358403277176312,0.3802426368155778,0.12358403277176312
1150B156-3AD6-406A-808B-CCBD3CC5DD1D,10,0.4555791972787772,0.12338448589935576,0.22824897087747203,0.12338448589935576
1150B156-3AD6-406A-808B-CCBD3CC5DD1D,15,0.7372730702210066,0.1308553720822297,0.2513289390703974,0.1308553720822297
1150B156-3AD6-406A-808B-CCBD3CC5DD1D,20,0.6235346934603548,0.1276318241573941,0.26589736583738055,0.1276318241573941
1150B156-3AD6-406A-808B-CCBD3CC5DD1D,25,0.7933156392218716,0.1438916962458895,0.34461042248665735,0.1438916962458895
1150B156-3AD6-406A-808B-CCBD3CC5DD1D,30,0.8918136709570095,0.13998145211181967,0.3275556873787249,0.13998145211181967
88F1EBAD-5195-4066-986D-8F5C55B30E9F,10,0.5224072263110726,0.11474121223944181,0.22817346038169994,0.11474121223944181
88F1EBAD-5195-4066-986D-8F5C55B30E9F,15,0.7718692176733689,0.11930973741450343,0.2802104379356994,0.11930973741450343
88F1EBAD-5195-4066-986D-8F5C55B30E9F,20,0.9431017368991284,0.14899425554543969,0.371192197257115,0.14899425554543969
88F1EBAD-5195-4066-986D-8F5C55B30E9F,25,0.5468145569866091,0.12730836222545808,0.25131978087926626,0.12730836222545808
88F1EBAD-5195-4066-986D-8F5C55B30E9F,30,0.8318430423576664,0.12482327925882335,0.27015965418924054,0.12482327925882335
