uuid,initial number of clusters,nesting ratio,nesting bias,number of operations,maximum cartographic error,average cartographic error,maximum polygon complexity,average polygon complexity,number of internal vertices in cluster graph,number of external vertices in cluster graph,number of internal edges in cluster graph,number of external edges in cluster graph,number of faces in cluster graph,average internal vertex degree in cluster graph,average external vertex degree in cluster graph
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.0,0,0.7045206526799687,0.2162580155663135,0.28159626210117705,0.1123194692905594,20,10,67,10,48,5.4,4.6
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.0,1,0.526528364498868,0.16053934008556128,0.27975377218996766,0.11256064849288888,21,9,69,9,49,5.380952380952381,4.777777777777778
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.0,2,0.3247334786291056,0.15932956294428205,0.24927680962988263,0.1139947963862598,21,9,69,9,49,5.333333333333333,4.888888888888889
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.0,3,0.31922535750165787,0.14720075192218465,0.23869231375307348,0.11265434177983707,20,9,66,9,47,5.3,4.888888888888889
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.0,4,0.4196101098207294,0.16694767481717113,0.2525604392672836,0.11299567128754462,19,9,63,9,45,5.2631578947368425,4.888888888888889
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.0,5,0.29833293368322084,0.14334135715003027,0.26136121283561353,0.11278224579272145,18,9,60,9,43,5.222222222222222,4.888888888888889
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.0,6,0.2902822316319152,0.15450715179878868,0.2671428634741489,0.10895996076045517,18,9,60,9,43,5.222222222222222,4.888888888888889
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.0,7,0.2783275744510877,0.1255545942392668,0.2668812399156951,0.10529269300980294,18,10,61,10,44,5.222222222222222,4.8
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.0,8,0.2719902919118793,0.14309527226931576,0.21750288268759457,0.1039623127824842,17,10,58,10,42,5.235294117647059,4.7
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.0,9,0.32396465787126527,0.13572950134457226,0.20982007436068395,0.10239916170558093,16,10,55,10,40,5.25,4.6
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.0,10,0.2758598815280028,0.13885367978393431,0.29848789263128644,0.10668569633588001,16,10,55,10,40,5.25,4.6
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.0,11,0.3094731177770803,0.15161099955532173,0.32002175304126124,0.10581748217712439,15,10,52,10,38,5.266666666666667,4.5
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.0,12,0.4378165429165557,0.17116077721271103,0.30475607623047374,0.10630740310018748,16,10,55,10,40,5.3125,4.5
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.0,13,0.4656790306770122,0.16883916191382228,0.32826933733089536,0.10894189930146246,17,9,57,9,41,5.352941176470588,4.555555555555555
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.0,14,0.36005826981715655,0.16316743362194963,0.343635639595433,0.10763098305800811,18,9,60,9,43,5.388888888888889,4.555555555555555
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.0,15,0.3604872515723421,0.16008134926831824,0.3403967661828414,0.11234837330039707,19,8,62,8,44,5.368421052631579,4.75
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.0,16,0.3357813762355884,0.13692891866326876,0.3368952217570057,0.11124214452169942,19,9,63,9,45,5.368421052631579,4.666666666666667
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.0,17,0.4046949204758069,0.13454314082293192,0.34202172078765836,0.1092808960090106,19,9,63,9,45,5.315789473684211,4.777777777777778
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.0,18,0.4190896138193153,0.1580672371042267,0.33792096814835293,0.10689841616560343,19,10,64,10,46,5.315789473684211,4.7
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.0,19,0.44188763807111203,0.17431190208958586,0.32855237545506755,0.10765718089743755,18,11,62,11,45,5.166666666666667,4.818181818181818
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.0,20,0.4429919298677324,0.16290675955481518,0.31673808786455476,0.1070243821969538,18,12,63,12,46,5.166666666666667,4.75
AE097F3A-14FD-4735-A19B-8FD343CA3346,30,0.25,0.0,0,0.4956240146371319,0.20391380278391916,0.2585706751796929,0.11670083621985518,22,8,71,8,50,5.2272727272727275,5.375
AE097F3A-14FD-4735-A19B-8FD343CA3346,30,0.25,0.0,1,0.3716255928631619,0.17382965817403748,0.2554072194544817,0.1135790720011934,22,8,71,8,50,5.2272727272727275,5.375
AE097F3A-14FD-4735-A19B-8FD343CA3346,30,0.25,0.0,2,0.4364216744303946,0.171675822193717,0.24951341146504546,0.10849541307115132,22,9,72,9,51,5.2272727272727275,5.222222222222222
AE097F3A-14FD-4735-A19B-8FD343CA3346,30,0.25,0.0,3,0.4067471081048592,0.16929609160026027,0.24786550877633945,0.11097274567329656,23,9,75,9,53,5.260869565217392,5.222222222222222
AE097F3A-14FD-4735-A19B-8FD343CA3346,30,0.25,0.0,4,0.35603287954045737,0.1569106537067213,0.2381371745798928,0.11299837404621058,22,9,72,9,51,5.2272727272727275,5.222222222222222
AE097F3A-14FD-4735-A19B-8FD343CA3346,30,0.25,0.0,5,0.41239310954230457,0.1454212346224852,0.23827554513158916,0.1148881968000468,22,10,73,10,52,5.2272727272727275,5.1
AE097F3A-14FD-4735-A19B-8FD343CA3346,30,0.25,0.0,6,0.45513035425572806,0.16989554410902716,0.2911532990085959,0.11723366641668097,23,10,76,10,54,5.173913043478261,5.3
AE097F3A-14FD-4735-A19B-8FD343CA3346,30,0.25,0.0,7,0.3874413615269306,0.15250900797848124,0.3040514992083161,0.1184253933174539,24,9,78,9,55,5.25,5.333333333333333
AE097F3A-14FD-4735-A19B-8FD343CA3346,30,0.25,0.0,8,0.37725156708785657,0.15543374762219786,0.28581713357009153,0.1176374982770311,23,10,76,10,54,5.173913043478261,5.3
AE097F3A-14FD-4735-A19B-8FD343CA3346,30,0.25,0.0,9,0.36332926541343263,0.1570273871863196,0.3033711977934589,0.118178004968084,23,11,77,11,55,5.173913043478261,5.181818181818182
AE097F3A-14FD-4735-A19B-8FD343CA3346,30,0.25,0.0,10,0.34703369441405213,0.16138521174387813,0.26416746382849043,0.1166051503779333,23,10,76,10,54,5.173913043478261,5.3
AE097F3A-14FD-4735-A19B-8FD343CA3346,30,0.25,0.0,11,0.33343457836262463,0.1364019519490656,0.25719814767017357,0.11706653745157827,23,9,75,9,53,5.173913043478261,5.444444444444445
AE097F3A-14FD-4735-A19B-8FD343CA3346,30,0.25,0.0,12,0.35571779978696666,0.13832591777777217,0.25454402702878537,0.11386585686551676,24,9,78,9,55,5.208333333333333,5.444444444444445
AE097F3A-14FD-4735-A19B-8FD343CA3346,30,0.25,0.0,13,0.38789194931762094,0.16031943523793862,0.2588482879837875,0.1166059449078064,24,9,78,9,55,5.208333333333333,5.444444444444445
AE097F3A-14FD-4735-A19B-8FD343CA3346,30,0.25,0.0,14,0.35742390911665783,0.1722568679043737,0.26179862280541705,0.11656863552365879,23,10,76,10,54,5.173913043478261,5.3
AE097F3A-14FD-4735-A19B-8FD343CA3346,30,0.25,0.0,15,0.3513935341740317,0.17294175409025692,0.2389833272698458,0.11864577256813173,24,10,79,10,56,5.208333333333333,5.3
AE097F3A-14FD-4735-A19B-8FD343CA3346,30,0.25,0.0,16,0.3934551271640095,0.1771295419048894,0.2372369097850487,0.11670314552178608,23,11,77,11,55,5.260869565217392,5.0
AE097F3A-14FD-4735-A19B-8FD343CA3346,30,0.25,0.0,17,0.3651204659140964,0.1734351670370824,0.24551594136869376,0.11785005171326533,23,10,76,10,54,5.260869565217392,5.1
AE097F3A-14FD-4735-A19B-8FD343CA3346,30,0.25,0.0,18,0.4073848500837212,0.1603300030662909,0.2516999711898652,0.11985086291457472,22,11,74,11,53,5.2727272727272725,4.909090909090909
AE097F3A-14FD-4735-A19B-8FD343CA3346,30,0.25,0.0,19,0.40504657611171596,0.17322737322434734,0.26551300221181817,0.1220530414638616,23,11,77,11,55,5.217391304347826,5.090909090909091
AE097F3A-14FD-4735-A19B-8FD343CA3346,30,0.25,0.0,20,0.4593968927660066,0.15651877048585072,0.27225142803198044,0.11956338922642742,23,12,78,12,56,5.217391304347826,5.0
4C84D073-8E95-4BB3-924D-8AE018CB08EB,30,0.25,0.0,0,0.5290891838034084,0.15037815328090723,0.24619166541739226,0.10756823442806117,22,8,71,8,50,5.545454545454546,4.5
4C84D073-8E95-4BB3-924D-8AE018CB08EB,30,0.25,0.0,1,0.32097944082462826,0.16527413176159958,0.23762548742004552,0.10732271572862485,22,9,72,9,51,5.545454545454546,4.444444444444445
4C84D073-8E95-4BB3-924D-8AE018CB08EB,30,0.25,0.0,2,0.3424520013393436,0.173524053674667,0.22348121069871216,0.10907267545806702,22,8,71,8,50,5.545454545454546,4.5
4C84D073-8E95-4BB3-924D-8AE018CB08EB,30,0.25,0.0,3,0.4125023611657455,0.1867976210838293,0.20698136957408111,0.10755000036769384,22,9,72,9,51,5.545454545454546,4.444444444444445
4C84D073-8E95-4BB3-924D-8AE018CB08EB,30,0.25,0.0,4,0.40072602969028875,0.18385425535956296,0.1960974172794734,0.10469267782944121,21,10,70,10,50,5.666666666666667,4.1
4C84D073-8E95-4BB3-924D-8AE018CB08EB,30,0.25,0.0,5,0.43245193789888275,0.1807136272071937,0.2301722201313094,0.10928605401328889,22,9,72,9,51,5.545454545454546,4.444444444444445
4C84D073-8E95-4BB3-924D-8AE018CB08EB,30,0.25,0.0,6,0.45102037516541954,0.18523035003200694,0.22545698177743542,0.10959249822738847,21,10,70,10,50,5.523809523809524,4.4
4C84D073-8E95-4BB3-924D-8AE018CB08EB,30,0.25,0.0,7,0.36274449022692845,0.1677020082158896,0.21353466173192182,0.10945118802314505,22,9,72,9,51,5.409090909090909,4.777777777777778
4C84D073-8E95-4BB3-924D-8AE018CB08EB,30,0.25,0.0,8,0.3612453410377766,0.14955624780179239,0.2210317862183337,0.11243255412378411,22,8,71,8,50,5.409090909090909,4.875
4C84D073-8E95-4BB3-924D-8AE018CB08EB,30,0.25,0.0,9,0.25899805152868405,0.1458240095137366,0.2252179981548823,0.11000791401978192,22,8,71,8,50,5.409090909090909,4.875
4C84D073-8E95-4BB3-924D-8AE018CB08EB,30,0.25,0.0,10,0.3077752732534244,0.14349723089388797,0.24756399232314852,0.11115669719786798,22,8,71,8,50,5.409090909090909,4.875
4C84D073-8E95-4BB3-924D-8AE018CB08EB,30,0.25,0.0,11,0.31878169179522875,0.15017897377446288,0.256818403020381,0.11410244132112492,23,8,74,8,52,5.434782608695652,4.875
4C84D073-8E95-4BB3-924D-8AE018CB08EB,30,0.25,0.0,12,0.30284498998117515,0.1431025403272211,0.24714803744190889,0.11190663503325006,22,8,71,8,50,5.409090909090909,4.875
4C84D073-8E95-4BB3-924D-8AE018CB08EB,30,0.25,0.0,13,0.325969059693219,0.1411228420059328,0.2767397460011999,0.11377331956865809,23,7,73,7,51,5.434782608695652,5.0
4C84D073-8E95-4BB3-924D-8AE018CB08EB,30,0.25,0.0,14,0.44457932461323657,0.15661018470756172,0.3173882437779712,0.11151670761057035,24,7,76,7,53,5.416666666666667,5.142857142857143
4C84D073-8E95-4BB3-924D-8AE018CB08EB,30,0.25,0.0,15,0.4166359020411797,0.150039483512271,0.3069348323461353,0.11300610992467575,25,7,79,7,55,5.36,5.428571428571429
4C84D073-8E95-4BB3-924D-8AE018CB08EB,30,0.25,0.0,16,0.42418954077947596,0.14086288034132655,0.31889537178168303,0.11368442380675833,24,8,77,8,54,5.458333333333333,4.875
4C84D073-8E95-4BB3-924D-8AE018CB08EB,30,0.25,0.0,17,0.4077374832027836,0.13011618359109303,0.32909754508858746,0.11709851558474164,25,7,79,7,55,5.44,5.142857142857143
4C84D073-8E95-4BB3-924D-8AE018CB08EB,30,0.25,0.0,18,0.41892327159075143,0.1680636575861514,0.33460828348455557,0.12068447513251451,26,7,82,7,57,5.461538461538462,5.142857142857143
4C84D073-8E95-4BB3-924D-8AE018CB08EB,30,0.25,0.0,19,0.4208590533924126,0.16391042348677845,0.37108744613553823,0.12742460097590527,27,6,84,6,58,5.481481481481482,5.333333333333333
4C84D073-8E95-4BB3-924D-8AE018CB08EB,30,0.25,0.0,20,0.4053885036142057,0.13656998404466789,0.3698263734106368,0.12914119468727742,28,5,86,5,59,5.464285714285714,5.8
450053F2-5F0A-4CFE-8A08-92CC201A07B9,30,0.25,0.0,0,0.6835097477257698,0.22671963330204517,0.3034560873301373,0.12922247609826426,23,7,73,7,51,5.521739130434782,4.714285714285714
450053F2-5F0A-4CFE-8A08-92CC201A07B9,30,0.25,0.0,1,0.5173076355816822,0.20069444019729682,0.3855672170220745,0.1328475618729152,23,7,73,7,51,5.565217391304348,4.571428571428571
450053F2-5F0A-4CFE-8A08-92CC201A07B9,30,0.25,0.0,2,0.43771611051449116,0.18554189972053903,0.38254127357180323,0.12790361701973182,24,7,76,7,53,5.5,4.857142857142857
450053F2-5F0A-4CFE-8A08-92CC201A07B9,30,0.25,0.0,3,0.42510790740517135,0.18286321133067202,0.3727810893776815,0.1262386319722067,24,8,77,8,54,5.5,4.75
450053F2-5F0A-4CFE-8A08-92CC201A07B9,30,0.25,0.0,4,0.39477921012898154,0.17522823500384577,0.3708916107558433,0.12876294510007127,25,7,79,7,55,5.56,4.714285714285714
450053F2-5F0A-4CFE-8A08-92CC201A07B9,30,0.25,0.0,5,0.3714618120459295,0.18322468921893195,0.3749093487109417,0.1257534716755296,25,8,80,8,56,5.56,4.625
450053F2-5F0A-4CFE-8A08-92CC201A07B9,30,0.25,0.0,6,0.39820777099490484,0.18190182860269827,0.37989011855840915,0.1284658700800735,26,7,82,7,57,5.538461538461538,4.857142857142857
