uuid,initial number of clusters,nesting ratio,nesting bias,number of operations,maximum cartographic error,average cartographic error,maximum polygon complexity,average polygon complexity,number of internal vertices in cluster graph,number of external vertices in cluster graph,number of internal edges in cluster graph,number of external edges in cluster graph,number of faces in cluster graph,average internal vertex degree in cluster graph,average external vertex degree in cluster graph
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.0,0.0,0,0.8217957277167539,0.24668549262847564,0.1996703089260695,0.08856103590900759,15,10,52,10,38,5.466666666666667,4.2
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.0,0.0,1,0.47235609435509224,0.16635339738054603,0.16423596291847317,0.0809235822798282,16,10,55,10,40,5.375,4.4
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.0,0.0,2,0.4049515723816884,0.16922798932885535,0.16269199278560373,0.07932880827275206,17,10,58,10,42,5.411764705882353,4.4
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.0,0.0,3,0.3815922278793974,0.1400380862161585,0.14742001134900426,0.07919052043239928,16,10,55,10,40,5.375,4.4
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.0,0.0,4,0.3584194229621822,0.1168535133543701,0.18705826381618082,0.08301810115510486,17,9,57,9,41,5.352941176470588,4.555555555555555
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.0,0.0,5,0.24944310199502043,0.11651751255819022,0.17912089781360604,0.08170141899290617,16,10,55,10,40,5.375,4.4
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.0,0.0,6,0.2812093101279976,0.11553605116675839,0.18003927951753443,0.08177287787761085,16,11,56,11,41,5.375,4.363636363636363
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.0,0.0,7,0.3768644261284185,0.1465267385969495,0.1886097820991551,0.08742189498766655,17,10,58,10,42,5.294117647058823,4.6
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.0,0.0,8,0.38347921805014323,0.128954768820937,0.18082120740906202,0.08958515870035315,17,10,58,10,42,5.294117647058823,4.6
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.0,0.0,9,0.2636500163232232,0.13015412367097084,0.18365348997007033,0.08984864386485668,17,9,57,9,41,5.294117647058823,4.666666666666667
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.0,0.0,10,0.2649995898674721,0.11552394332529828,0.18598575604405107,0.08710929706581728,16,10,55,10,40,5.3125,4.5
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.0,0.0,11,0.28353694859536455,0.12599702628969242,0.18248600819177352,0.08607321458739126,16,11,56,11,41,5.3125,4.454545454545454
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.0,0.0,12,0.2981512619032972,0.13988771002405945,0.17841349131275872,0.08560096753937338,15,11,53,11,39,5.4,4.2727272727272725
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,25,0.0,0.0,13,0.32765959230996927,0.17397050582308787,0.18764386650953643,0.08538392631049033,15,12,54,12,40,5.4,4.25
