uuid,number of vertices,nesting ratio,nesting bias,number of operations,maximum cartographic error,average cartographic error,maximum polygon complexity,average polygon complexity
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.99,0,0.6897738802649869,0.2346883937464857,0.29241359674058126,0.13588792317733617
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.99,1,0.5021610114572642,0.2191346387422515,0.3412674682995388,0.12898825341339962
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.99,2,0.4406659312365638,0.19610246586024352,0.3580903355504544,0.12935253819417233
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.99,3,0.4433459188598249,0.18971314427054012,0.38100100964657635,0.1277240255727327
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.99,4,0.4717071378692367,0.18540184012424504,0.3801920253563188,0.12389054007681116
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.99,5,0.38693629009486014,0.16898883627228486,0.37859585698865283,0.12168614851308009
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.99,6,0.47540170987155184,0.19899863065766069,0.36060286261636976,0.12031982439556177
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.99,7,0.351761155704532,0.17087912621266912,0.31768210298890437,0.12157159483880067
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.99,8,0.3342484455933256,0.14530730095423022,0.3069330785083193,0.11934801034110318
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.99,9,0.3513626007803422,0.1458365611811627,0.3048388176501404,0.1182155052164
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.99,10,0.354198764977081,0.14590333225093788,0.3026432859363518,0.12523027032686052
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.99,11,0.4143698023533709,0.14226752099473183,0.3192259491280178,0.12726902819106653
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.99,12,0.46530036372685357,0.15014041127955693,0.31927776521359896,0.13191233739252942
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.99,13,0.4099969508025444,0.13515460105998794,0.2948045973334446,0.13043568647531317
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.99,14,0.31832072747593926,0.13564630720095594,0.26818360710660083,0.12584614266806157
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.99,15,0.3222915921508169,0.14555369801550713,0.2517925367011305,0.12347819701490695
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.99,16,0.3984550896366166,0.146126011305044,0.2470245011038203,0.12034139433329115
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.99,17,0.4877345659680613,0.17821614781286207,0.2759232066029056,0.12361667948977141
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.99,18,0.29006036183143025,0.12503288966097428,0.29019087971492574,0.12010124603270805
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.99,19,0.3170488605985552,0.13561736134840374,0.2881689397222702,0.12138902929545611
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,30,0.25,0.99,20,0.34798193047655995,0.16575573568643753,0.2946483266169726,0.12686179714256243
AE097F3A-14FD-4735-A19B-8FD343CA3346,30,0.25,0.99,0,0.7089245250758077,0.23903887604163324,0.3176370218005803,0.127060760964264
AE097F3A-14FD-4735-A19B-8FD343CA3346,30,0.25,0.99,1,0.5455164053872343,0.19161958346192492,0.3401396688864995,0.12620691496860045
AE097F3A-14FD-4735-A19B-8FD343CA3346,30,0.25,0.99,2,0.45181822437495456,0.18100301031781987,0.356306536894817,0.1283155835194681
AE097F3A-14FD-4735-A19B-8FD343CA3346,30,0.25,0.99,3,0.3790533510483946,0.16672989587701126,0.3594222351793413,0.12545541295676604
AE097F3A-14FD-4735-A19B-8FD343CA3346,30,0.25,0.99,4,0.40732403971555553,0.15989305622603425,0.3503023754817729,0.12721808468007392
AE097F3A-14FD-4735-A19B-8FD343CA3346,30,0.25,0.99,5,0.3687866062914282,0.1529762351596646,0.3506324909465591,0.12747038795713933
AE097F3A-14FD-4735-A19B-8FD343CA3346,30,0.25,0.99,6,0.43812262970421,0.15119312737592505,0.3455588869684904,0.12660440280980162
