uuid,number of vertices,nesting ratio,nesting bias,number of operations,maximum cartographic error,average cartographic error,maximum polygon complexity,average polygon complexity
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.5,0,0.8310084043220686,0.26488762245097164,0.3039586480771476,0.12387620302381737
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.5,1,0.5080300034572849,0.18076778961377238,0.3488790122771178,0.12357330636272286
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.5,2,0.35485940341711125,0.1145879302736301,0.38358112254397364,0.1286163760599
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.5,3,0.2740766821808217,0.11162068958396097,0.3750329496307217,0.12747958850851027
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.5,4,0.32937439000575774,0.11601233032637265,0.3554104958884814,0.12688665689739784
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.5,5,0.3213364739856149,0.1112152195175378,0.35065282026097533,0.12659908962356334
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.5,6,0.3274991145131952,0.11519686476042071,0.3779454438286026,0.14017285114192005
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.5,7,0.26240878621323044,0.10250125882459846,0.3611592564810267,0.13648052613629233
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.5,8,0.33289607533324544,0.13749864328874575,0.3549270009522312,0.13181483151348802
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.5,9,0.30539373393841696,0.1526927275697386,0.354367015142649,0.13021903680815294
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.5,10,0.3788251452657702,0.13641420688681674,0.36953847534403705,0.12406932643671229
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.5,11,0.33209230554945945,0.1488217401724534,0.36423760161936136,0.12887335463032865
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.25,0.5,12,0.3862025504211119,0.1514186738594392,0.3578522387468738,0.12630721569524164
