uuid,number of vertices,nesting ratio,nesting bias,number of operations,maximum cartographic error,average cartographic error,maximum polygon complexity,average polygon complexity
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.25,0.0,0,0.5378869809964918,0.218773413675765,0.21013728676353677,0.12098817132844854
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.25,0.0,1,0.4013479910885277,0.1949127721403983,0.2577184385480484,0.1350358679646214
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.25,0.0,2,0.34017406067288863,0.17476554373331496,0.2608416998493905,0.13134169742523527
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.25,0.0,3,0.27646314856646786,0.13084045428593535,0.2634701075734764,0.13195191420125496
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.25,0.0,4,0.28886409345731373,0.15567368004581453,0.2588062882273026,0.1386780142220981
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.25,0.0,5,0.30494990078113254,0.16937840963534273,0.25034040296308163,0.134515943417984
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.25,0.0,6,0.2752263091387061,0.15861573292972805,0.2404938598088146,0.13007639969621387
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.25,0.0,7,0.23569190093186843,0.146812521603123,0.2555884849321924,0.12940035464931768
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.25,0.0,8,0.28958262903201243,0.15920146173964125,0.2539501499749739,0.12584310387660297
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.25,0.0,9,0.3175794131136451,0.1655887911379605,0.27892524537999336,0.1237247620924578
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.25,0.0,10,0.29286447498765467,0.15349516142514666,0.2748435397821618,0.12789051358527193
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.25,0.0,11,0.3291889239764357,0.1522508996976653,0.2811525012521349,0.12460184523471866
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.25,0.0,12,0.3796321979961785,0.18753292730329174,0.29205001923405566,0.1282564810971363
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.25,0.0,13,0.4017984453784095,0.22299128083969622,0.35065129603179745,0.13424738947517978
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.25,0.0,14,0.3483363152493456,0.22566595609644505,0.36180342395445786,0.13298892853137143
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.25,0.0,15,0.36545616394217106,0.19338582823773115,0.35590442765099684,0.12816584790331872
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.25,0.0,16,0.39320556464737266,0.1964139603603345,0.3305521150804567,0.1262679499403092
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.25,0.0,17,0.3706880008072588,0.1690665870258631,0.32012894979442064,0.11716483866965895
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.25,0.0,18,0.3112244030291972,0.18016542921234033,0.33026681252568807,0.12301326084344413
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.25,0.0,19,0.37006032079779455,0.1733862916379453,0.34089625041917515,0.12872963327404066
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,15,0.25,0.0,20,0.35863301545205406,0.18246006912376775,0.3224464798013726,0.12322658827929237
AE097F3A-14FD-4735-A19B-8FD343CA3346,15,0.25,0.0,0,0.5880826877633832,0.23680058698798134,0.2316619680456363,0.11207953375660572
AE097F3A-14FD-4735-A19B-8FD343CA3346,15,0.25,0.0,1,0.384174115838914,0.19611237262198794,0.22297615111385954,0.11102781769396884
AE097F3A-14FD-4735-A19B-8FD343CA3346,15,0.25,0.0,2,0.34429110690897347,0.14853496283608916,0.22194711855201377,0.11359225399343523
AE097F3A-14FD-4735-A19B-8FD343CA3346,15,0.25,0.0,3,0.25297412361724164,0.12310217879649404,0.2341603975082483,0.1102350491458242
AE097F3A-14FD-4735-A19B-8FD343CA3346,15,0.25,0.0,4,0.3289085213845417,0.11880979910991395,0.22890436734261194,0.10546724001142638
AE097F3A-14FD-4735-A19B-8FD343CA3346,15,0.25,0.0,5,0.3035662814012365,0.11514035081971616,0.24562152275888371,0.10350164756616737
AE097F3A-14FD-4735-A19B-8FD343CA3346,15,0.25,0.0,6,0.3092158532725143,0.12211807845574553,0.2622543112697022,0.10672218031350825
AE097F3A-14FD-4735-A19B-8FD343CA3346,15,0.25,0.0,7,0.34245134095571156,0.14713595898628154,0.2515833622482581,0.11185841377257623
AE097F3A-14FD-4735-A19B-8FD343CA3346,15,0.25,0.0,8,0.3198472382080152,0.10990259483807856,0.25744556253064727,0.11280518885489874
AE097F3A-14FD-4735-A19B-8FD343CA3346,15,0.25,0.0,9,0.3510673570399127,0.1308858864413681,0.25281069188221617,0.11189979696144411
AE097F3A-14FD-4735-A19B-8FD343CA3346,15,0.25,0.0,10,0.3304734781925849,0.15810568053370638,0.22723628934607615,0.1133417141021427
AE097F3A-14FD-4735-A19B-8FD343CA3346,15,0.25,0.0,11,0.29578832077009776,0.1446120851643072,0.1670059514388965,0.115357007646007
AE097F3A-14FD-4735-A19B-8FD343CA3346,15,0.25,0.0,12,0.3889402194652876,0.14514242794145296,0.15942476608585884,0.11207282960004354
AE097F3A-14FD-4735-A19B-8FD343CA3346,15,0.25,0.0,13,0.21210500962683185,0.14555358016568812,0.16264553183092526,0.10408770460894085
AE097F3A-14FD-4735-A19B-8FD343CA3346,15,0.25,0.0,14,0.23559370211876998,0.11774469425164555,0.16272690847966703,0.09573830082128533
AE097F3A-14FD-4735-A19B-8FD343CA3346,15,0.25,0.0,15,0.208623535151446,0.12242986603634677,0.16683203455542384,0.09868928107475332
AE097F3A-14FD-4735-A19B-8FD343CA3346,15,0.25,0.0,16,0.3037630619104544,0.1453226758446526,0.17815441135535606,0.10253112289185824
AE097F3A-14FD-4735-A19B-8FD343CA3346,15,0.25,0.0,17,0.28343672581357515,0.12491304655466558,0.16907921840269438,0.10427946431636663
AE097F3A-14FD-4735-A19B-8FD343CA3346,15,0.25,0.0,18,0.2995919145654845,0.14672803458488334,0.1922247338650077,0.10666675727988406
AE097F3A-14FD-4735-A19B-8FD343CA3346,15,0.25,0.0,19,0.3138892013320222,0.1594738897764099,0.16373539486895353,0.10368140091412853
AE097F3A-14FD-4735-A19B-8FD343CA3346,15,0.25,0.0,20,0.3411644316815298,0.15469660311637734,0.164058029325713,0.10024399700558904
4C84D073-8E95-4BB3-924D-8AE018CB08EB,15,0.25,0.0,0,0.7617080259481147,0.23173338575584237,0.24696042385390016,0.11588131000178717
4C84D073-8E95-4BB3-924D-8AE018CB08EB,15,0.25,0.0,1,0.3622794893635488,0.1785180357224751,0.26296371370279836,0.10904056750818056
4C84D073-8E95-4BB3-924D-8AE018CB08EB,15,0.25,0.0,2,0.35880034178665426,0.16513341339057158,0.26382195736002517,0.10599541718361492
4C84D073-8E95-4BB3-924D-8AE018CB08EB,15,0.25,0.0,3,0.23649250592750695,0.12713410581225282,0.2560252529869457,0.109885257382983
4C84D073-8E95-4BB3-924D-8AE018CB08EB,15,0.25,0.0,4,0.216841886471537,0.13529536342272228,0.27318687260410995,0.10916194779169029
4C84D073-8E95-4BB3-924D-8AE018CB08EB,15,0.25,0.0,5,0.2044713845403578,0.13271874724911323,0.2800073472191166,0.10023748549493285
4C84D073-8E95-4BB3-924D-8AE018CB08EB,15,0.25,0.0,6,0.22954615001281894,0.13936886211389227,0.2949306603333926,0.11197803126738626
4C84D073-8E95-4BB3-924D-8AE018CB08EB,15,0.25,0.0,7,0.29883434631355765,0.1647872501268117,0.29413016454725205,0.11016375684620913
4C84D073-8E95-4BB3-924D-8AE018CB08EB,15,0.25,0.0,8,0.3344745900523742,0.15259037768296113,0.33912546580315983,0.11457750723653748
4C84D073-8E95-4BB3-924D-8AE018CB08EB,15,0.25,0.0,9,0.2796776898634253,0.13417428695539108,0.3380105464233518,0.11512783645650305
4C84D073-8E95-4BB3-924D-8AE018CB08EB,15,0.25,0.0,10,0.29306768074044015,0.14646512251672875,0.3185238162496314,0.11247063131246333
4C84D073-8E95-4BB3-924D-8AE018CB08EB,15,0.25,0.0,11,0.2739694095012041,0.1485524613494305,0.30198154435970614,0.11184129034745527
4C84D073-8E95-4BB3-924D-8AE018CB08EB,15,0.25,0.0,12,0.25907969264695335,0.1420463030186158,0.3024275047430397,0.11334521940766272
4C84D073-8E95-4BB3-924D-8AE018CB08EB,15,0.25,0.0,13,0.29400599779042064,0.12899207594996712,0.2943212964328421,0.11493530449764422
4C84D073-8E95-4BB3-924D-8AE018CB08EB,15,0.25,0.0,14,0.28564012550418244,0.10257528267898541,0.30815321191321554,0.12412646141642864
4C84D073-8E95-4BB3-924D-8AE018CB08EB,15,0.25,0.0,15,0.3286987426479955,0.12930841602467238,0.31924358619056553,0.12409873813429807
4C84D073-8E95-4BB3-924D-8AE018CB08EB,15,0.25,0.0,16,0.342072916529177,0.12528912630312,0.3247871332697685,0.12754417056883316
4C84D073-8E95-4BB3-924D-8AE018CB08EB,15,0.25,0.0,17,0.3291473810373158,0.12413858099988771,0.31221218673645235,0.12467605836943849
4C84D073-8E95-4BB3-924D-8AE018CB08EB,15,0.25,0.0,18,0.28570817422666256,0.11469759210577994,0.3041617716014835,0.12644536966606176
4C84D073-8E95-4BB3-924D-8AE018CB08EB,15,0.25,0.0,19,0.41180997313801015,0.15117057107637064,0.3100901807859898,0.13471398162687948
4C84D073-8E95-4BB3-924D-8AE018CB08EB,15,0.25,0.0,20,0.440252630257612,0.14722977212288443,0.3035315156388663,0.12884344807412593
