uuid,initial number of clusters,nesting ratio,nesting bias,number of operations,maximum cartographic error,average cartographic error,maximum polygon complexity,average polygon complexity,number of internal vertices in cluster graph,number of external vertices in cluster graph,number of internal edges in cluster graph,number of external edges in cluster graph,number of faces in cluster graph
4C84D073-8E95-4BB3-924D-8AE018CB08EB,25,0.25,0.5,2,0.3962503257643686,0.20138871018058838,0.2670788771802437,0.11856284837955687,14,10,49,10,36
4C84D073-8E95-4BB3-924D-8AE018CB08EB,25,0.25,0.5,3,0.4389870747902646,0.1822571728030615,0.23575132571791121,0.11135963311201133,14,11,50,11,37
4C84D073-8E95-4BB3-924D-8AE018CB08EB,25,0.25,0.5,4,0.30779065519301196,0.16502169320444174,0.2526044394892548,0.10720796343481366,14,12,51,12,38
4C84D073-8E95-4BB3-924D-8AE018CB08EB,25,0.25,0.5,5,0.43292955584778203,0.17547864893552453,0.25055109671500225,0.10141088040770664,14,13,52,13,39
4C84D073-8E95-4BB3-924D-8AE018CB08EB,25,0.25,0.5,6,0.4303173018743032,0.18900703369551156,0.24086161738965828,0.09651769270665074,15,13,55,13,41
4C84D073-8E95-4BB3-924D-8AE018CB08EB,25,0.25,0.5,7,0.4531182699081434,0.18322194312927675,0.26181494416273576,0.10277350016339253,16,12,57,12,42
4C84D073-8E95-4BB3-924D-8AE018CB08EB,25,0.25,0.5,8,0.3492766878815914,0.17867293093077724,0.27843354249327557,0.103736384358212,16,12,57,12,42
4C84D073-8E95-4BB3-924D-8AE018CB08EB,25,0.25,0.5,9,0.3752424644509272,0.17846609488841464,0.27944215950686035,0.10363646228404429,16,11,56,11,41
4C84D073-8E95-4BB3-924D-8AE018CB08EB,25,0.25,0.5,10,0.4516575807747285,0.20756862348870161,0.2814706587413187,0.10724354506600808,17,11,59,11,43
4C84D073-8E95-4BB3-924D-8AE018CB08EB,25,0.25,0.5,11,0.434880023334001,0.18698318433082375,0.23733068226486803,0.10426204390872328,16,11,56,11,41
4C84D073-8E95-4BB3-924D-8AE018CB08EB,25,0.25,0.5,12,0.4089745385880281,0.1869021071583493,0.226547689008711,0.10440985761495575,15,12,54,12,40
4C84D073-8E95-4BB3-924D-8AE018CB08EB,25,0.25,0.5,13,0.33900554471358235,0.18642576876477066,0.2293133486532007,0.11034039487587154,16,11,56,11,41
4C84D073-8E95-4BB3-924D-8AE018CB08EB,25,0.25,0.5,14,0.3373538785691376,0.15951122030916137,0.2269931230937965,0.10899091620319135,16,11,56,11,41
4C84D073-8E95-4BB3-924D-8AE018CB08EB,25,0.25,0.5,15,0.32709104632155506,0.15317252106318877,0.2389168818230057,0.10804494952878953,16,10,55,10,40
4C84D073-8E95-4BB3-924D-8AE018CB08EB,25,0.25,0.5,16,0.3274551935067619,0.1390799308194031,0.23857738579899795,0.10748935999316975,16,10,55,10,40
4C84D073-8E95-4BB3-924D-8AE018CB08EB,25,0.25,0.5,17,0.31912827799180815,0.12410694214276251,0.23101418818291525,0.10663051683012972,15,10,52,10,38
4C84D073-8E95-4BB3-924D-8AE018CB08EB,25,0.25,0.5,18,0.34593150120970745,0.12225205301547376,0.2282209600798933,0.10605665647636708,14,11,50,11,37
4C84D073-8E95-4BB3-924D-8AE018CB08EB,25,0.25,0.5,19,0.3304281451586451,0.13481003365366612,0.21625050512780858,0.10412200163090422,15,11,53,11,39
4C84D073-8E95-4BB3-924D-8AE018CB08EB,25,0.25,0.5,20,0.3222311251385501,0.15358692921382125,0.21748225978157457,0.10280989265885447,14,12,51,12,38
450053F2-5F0A-4CFE-8A08-92CC201A07B9,25,0.25,0.5,0,0.6381529744646675,0.2581026301900925,0.2614989619351049,0.11399424677127962,16,9,54,9,39
450053F2-5F0A-4CFE-8A08-92CC201A07B9,25,0.25,0.5,1,0.6211109463488445,0.23220525630158736,0.29909590655704354,0.11460518972768126,15,9,51,9,37
450053F2-5F0A-4CFE-8A08-92CC201A07B9,25,0.25,0.5,2,0.38944704717035605,0.19582400887134768,0.32612334776609664,0.11341530103139577,15,10,52,10,38
450053F2-5F0A-4CFE-8A08-92CC201A07B9,25,0.25,0.5,3,0.43884285058701494,0.22163675763633456,0.35135253465784344,0.11308612360521336,15,10,52,10,38
450053F2-5F0A-4CFE-8A08-92CC201A07B9,25,0.25,0.5,4,0.39553810921951277,0.21956701333459092,0.3496078743972799,0.11246108373876487,15,10,52,10,38
450053F2-5F0A-4CFE-8A08-92CC201A07B9,25,0.25,0.5,5,0.42068868382891483,0.22614019926844026,0.3414912093370112,0.11474822270342766,15,10,52,10,38
450053F2-5F0A-4CFE-8A08-92CC201A07B9,25,0.25,0.5,6,0.4181239974752995,0.23065481596693757,0.34852178265801187,0.11352180341566559,14,11,50,11,37
450053F2-5F0A-4CFE-8A08-92CC201A07B9,25,0.25,0.5,7,0.4122629533671132,0.21949597166737256,0.338812661391111,0.1108923403405888,13,12,48,12,36
450053F2-5F0A-4CFE-8A08-92CC201A07B9,25,0.25,0.5,8,0.4482092383732538,0.2096613421800017,0.33037684251377947,0.11144189369684412,13,12,48,12,36
450053F2-5F0A-4CFE-8A08-92CC201A07B9,25,0.25,0.5,9,0.4202873716810437,0.20043188286464161,0.32611071887969223,0.11808813257479191,14,11,50,11,37
450053F2-5F0A-4CFE-8A08-92CC201A07B9,25,0.25,0.5,10,0.3736327051431674,0.19723519347069352,0.28662457726519586,0.1162793322139772,13,11,47,11,35
450053F2-5F0A-4CFE-8A08-92CC201A07B9,25,0.25,0.5,11,0.4018639690055462,0.18040407370061165,0.2882405171034369,0.11331080927578964,12,12,45,12,34
450053F2-5F0A-4CFE-8A08-92CC201A07B9,25,0.25,0.5,12,0.3664593075168525,0.19446052749757353,0.27548998280321596,0.11590090476919823,13,12,48,12,36
450053F2-5F0A-4CFE-8A08-92CC201A07B9,25,0.25,0.5,13,0.42459068742477973,0.1827343724710262,0.27067109099034137,0.11334856520151936,12,12,45,12,34
450053F2-5F0A-4CFE-8A08-92CC201A07B9,25,0.25,0.5,14,0.35230883840261773,0.1875709325030892,0.2653127205619304,0.11447532188315294,12,11,44,11,33
450053F2-5F0A-4CFE-8A08-92CC201A07B9,25,0.25,0.5,15,0.3976226020900099,0.17170912788857268,0.27719747892255475,0.11839679627720893,13,10,46,10,34
450053F2-5F0A-4CFE-8A08-92CC201A07B9,25,0.25,0.5,16,0.4133659137918714,0.1685895511229093,0.2807284503137856,0.11412738884261692,12,10,43,10,32
450053F2-5F0A-4CFE-8A08-92CC201A07B9,25,0.25,0.5,17,0.3870591260520503,0.16514309113157608,0.28971426780892584,0.11686502254117166,12,11,44,11,33
450053F2-5F0A-4CFE-8A08-92CC201A07B9,25,0.25,0.5,18,0.322558285024983,0.1544552899189186,0.28660183039466874,0.11937589610121618,13,11,47,11,35
450053F2-5F0A-4CFE-8A08-92CC201A07B9,25,0.25,0.5,19,0.20618064802116812,0.11883771592575364,0.29530708268101635,0.1182280101113624,13,10,46,10,34
450053F2-5F0A-4CFE-8A08-92CC201A07B9,25,0.25,0.5,20,0.23897567523083493,0.104547851061066,0.2938777468512749,0.11546501900897677,13,9,45,9,33
9BA67779-50C2-483B-8E81-916125D5D3F7,25,0.25,0.5,0,0.44959872202482243,0.1787839553073587,0.24331573461229583,0.11209277869319118,18,7,58,7,41
9BA67779-50C2-483B-8E81-916125D5D3F7,25,0.25,0.5,1,0.3756713015587349,0.13495384402476707,0.27623768643029445,0.11269050127601266,17,7,55,7,39
9BA67779-50C2-483B-8E81-916125D5D3F7,25,0.25,0.5,2,0.3414989748339273,0.12212200474323805,0.2739179400563548,0.10981941588880073,16,7,52,7,37
9BA67779-50C2-483B-8E81-916125D5D3F7,25,0.25,0.5,3,0.28573657218873194,0.09927409926272611,0.2957701177709517,0.11414025254793679,17,6,54,6,38
9BA67779-50C2-483B-8E81-916125D5D3F7,25,0.25,0.5,4,0.4284170112128211,0.11097457734000175,0.283166469580622,0.11103024469623324,17,7,55,7,39
9BA67779-50C2-483B-8E81-916125D5D3F7,25,0.25,0.5,5,0.3423455008440111,0.10544122296246253,0.28726509037974957,0.11313942513992252,17,8,56,8,40
9BA67779-50C2-483B-8E81-916125D5D3F7,25,0.25,0.5,6,0.29387495399226155,0.11259683518478493,0.27653742558474215,0.10961156443463732,17,9,57,9,41
9BA67779-50C2-483B-8E81-916125D5D3F7,25,0.25,0.5,7,0.27701830225475166,0.11382910287426751,0.2703702954160534,0.11479423186531637,18,8,59,8,42
9BA67779-50C2-483B-8E81-916125D5D3F7,25,0.25,0.5,8,0.32835914915936815,0.12827282235140164,0.2855120469832495,0.11392608512302889,17,9,57,9,41
9BA67779-50C2-483B-8E81-916125D5D3F7,25,0.25,0.5,9,0.33229620451589603,0.13754955475170694,0.28309558078978053,0.11209380925878033,16,9,54,9,39
9BA67779-50C2-483B-8E81-916125D5D3F7,25,0.25,0.5,10,0.36553702855960835,0.14096525034974852,0.2806254993135913,0.11123110953686952,15,10,52,10,38
9BA67779-50C2-483B-8E81-916125D5D3F7,25,0.25,0.5,11,0.30743170038184975,0.13059969619204906,0.27866916311342643,0.1104419603471571,15,10,52,10,38
9BA67779-50C2-483B-8E81-916125D5D3F7,25,0.25,0.5,12,0.3908769327098734,0.14250486818927932,0.2894579719338245,0.1170557873757006,16,9,54,9,39
9BA67779-50C2-483B-8E81-916125D5D3F7,25,0.25,0.5,13,0.3413865383646429,0.12898224899838331,0.292681048274141,0.11573562017122602,15,10,52,10,38
9BA67779-50C2-483B-8E81-916125D5D3F7,25,0.25,0.5,14,0.3086730212851966,0.13027135564051848,0.2967293787773724,0.11685015628785712,15,9,51,9,37
9BA67779-50C2-483B-8E81-916125D5D3F7,25,0.25,0.5,15,0.3451958435308348,0.12628368659590564,0.2713057519100938,0.11633710116952435,14,10,49,10,36
9BA67779-50C2-483B-8E81-916125D5D3F7,25,0.25,0.5,16,0.34488450998159464,0.11016763662875084,0.26873395052015614,0.1151724745137086,13,11,47,11,35
9BA67779-50C2-483B-8E81-916125D5D3F7,25,0.25,0.5,17,0.3942225925968552,0.11335120810239303,0.2565857775516673,0.1150729912985956,14,10,49,10,36
9BA67779-50C2-483B-8E81-916125D5D3F7,25,0.25,0.5,18,0.3327819283666024,0.10056441883327133,0.3178857448998648,0.11779624210761093,14,10,49,10,36
9BA67779-50C2-483B-8E81-916125D5D3F7,25,0.25,0.5,19,0.22465622129664906,0.09806327626114135,0.3136224534004862,0.1206662127524518,14,10,49,10,36
9BA67779-50C2-483B-8E81-916125D5D3F7,25,0.25,0.5,20,0.26991683208521877,0.1042813166429206,0.2774205485070271,0.12286388527976182,14,10,49,10,36
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,25,0.25,0.5,0,0.7087824027337313,0.2517822872946872,0.2368556129831843,0.11930542822782916,16,9,54,9,39
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,25,0.25,0.5,1,0.6096996230423375,0.1720150796519467,0.23831491059094662,0.11012407746469366,15,9,51,9,37
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,25,0.25,0.5,2,0.5248379247762914,0.15714306967176556,0.2527874531975547,0.1040488204182938,16,9,54,9,39
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,25,0.25,0.5,3,0.3416850837681487,0.13957490407281428,0.25881482928527644,0.10629962527851952,16,10,55,10,40
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,25,0.25,0.5,4,0.22102122880000838,0.12790575429779874,0.26901778478009686,0.09891912174965639,17,10,58,10,42
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,25,0.25,0.5,5,0.4570964808497652,0.14861806643047265,0.2890174922010913,0.09951307369421818,16,10,55,10,40
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,25,0.25,0.5,6,0.4006309098586775,0.15032823045937976,0.3047955636644713,0.10591711842130105,17,10,58,10,42
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,25,0.25,0.5,7,0.3336412986182811,0.1303932399875899,0.31114877468049773,0.10817902294702145,17,11,59,11,43
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,25,0.25,0.5,8,0.3112933850815124,0.14162837273468978,0.3066251032209744,0.11014507850313922,16,12,57,12,42
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,25,0.25,0.5,9,0.31903045472163694,0.1389980598477984,0.3159556091243969,0.10897699968155779,16,12,57,12,42
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,25,0.25,0.5,10,0.37001673159557963,0.16750336861272533,0.3214601993652434,0.11077841956067173,16,11,56,11,41
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,25,0.25,0.5,11,0.3966459380241619,0.1684191899889861,0.33093069585728263,0.11217125151526115,15,12,54,12,40
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,25,0.25,0.5,12,0.3679681393447696,0.16577477491972684,0.3334392293521139,0.11158497133915625,15,12,54,12,40
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,25,0.25,0.5,13,0.3692401650823167,0.15497115905010161,0.32702807357162633,0.10997161605667026,15,12,54,12,40
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,25,0.25,0.5,14,0.3783182522001431,0.14809862280486225,0.32352760871413416,0.10915141034779038,15,13,55,13,41
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,25,0.25,0.5,15,0.4537286117885614,0.15117788637129864,0.3189016240048136,0.11283176957647864,15,13,55,13,41
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,25,0.25,0.5,16,0.5310283990375667,0.1664700776991304,0.3269126736607386,0.11435200918032173,15,12,54,12,40
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,25,0.25,0.5,17,0.4082995498613903,0.161454672561876,0.2744013815351623,0.11509839597970598,14,12,51,12,38
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,25,0.25,0.5,18,0.4139020739970683,0.17718447443744934,0.23727356320515428,0.11237328711957008,13,13,49,13,37
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,25,0.25,0.5,19,0.45410094441167426,0.19908864673083293,0.23600695406458905,0.1150693819179395,14,13,52,13,39
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,25,0.25,0.5,20,0.4766486097667643,0.1899003108433099,0.245754102490082,0.11195504394671661,14,14,53,14,40
45D8EAD2-210C-4F04-8C7F-EA3E65484875,25,0.25,0.5,0,0.692721952101051,0.2897020313374408,0.283077319813288,0.13736613302160658,18,7,58,7,41
45D8EAD2-210C-4F04-8C7F-EA3E65484875,25,0.25,0.5,1,0.44565637538250846,0.22833653558123101,0.2737266522673379,0.1303329467225622,19,7,61,7,43
45D8EAD2-210C-4F04-8C7F-EA3E65484875,25,0.25,0.5,2,0.4557489226858487,0.20127298454671083,0.29094310141726887,0.1282663822140927,19,7,61,7,43
45D8EAD2-210C-4F04-8C7F-EA3E65484875,25,0.25,0.5,3,0.4122492166129729,0.1567903862921471,0.3199297122822021,0.13238255802788298,20,6,63,6,44
45D8EAD2-210C-4F04-8C7F-EA3E65484875,25,0.25,0.5,4,0.45144683809215325,0.1609211352022401,0.3228052046469611,0.12907459379148575,21,6,66,6,46
45D8EAD2-210C-4F04-8C7F-EA3E65484875,25,0.25,0.5,5,0.45452294712461166,0.14665796427066555,0.324785769181859,0.12838448613747905,21,7,67,7,47
45D8EAD2-210C-4F04-8C7F-EA3E65484875,25,0.25,0.5,6,0.4590183746871041,0.17396263003993737,0.32673463311696876,0.12548443381456498,21,8,68,8,48
45D8EAD2-210C-4F04-8C7F-EA3E65484875,25,0.25,0.5,7,0.4566693248081037,0.1836459206176027,0.3325597991768371,0.12890899311041762,20,8,65,8,46
45D8EAD2-210C-4F04-8C7F-EA3E65484875,25,0.25,0.5,8,0.45680359955497785,0.1729323237693199,0.30612578329283285,0.13069369784950058,21,7,67,7,47
45D8EAD2-210C-4F04-8C7F-EA3E65484875,25,0.25,0.5,9,0.36688349931182324,0.15388744058310344,0.34008279147565457,0.13040096270203758,22,6,69,6,48
45D8EAD2-210C-4F04-8C7F-EA3E65484875,25,0.25,0.5,10,0.4306720857603424,0.17482347640497117,0.35792687418200064,0.1343386367483484,23,5,71,5,49
45D8EAD2-210C-4F04-8C7F-EA3E65484875,25,0.25,0.5,11,0.3520598785504157,0.1651450128636364,0.3551463738578545,0.13386954337247303,22,6,69,6,48
45D8EAD2-210C-4F04-8C7F-EA3E65484875,25,0.25,0.5,12,0.39038354732503383,0.15512687039465817,0.34801990790996806,0.13185115726695232,22,6,69,6,48
45D8EAD2-210C-4F04-8C7F-EA3E65484875,25,0.25,0.5,13,0.36382126634110723,0.14961629190499615,0.3413527863455377,0.1324133255175134,21,6,66,6,46
45D8EAD2-210C-4F04-8C7F-EA3E65484875,25,0.25,0.5,14,0.3404190990468617,0.14941323840500087,0.3348601664057046,0.13102274310891462,20,7,64,7,45
45D8EAD2-210C-4F04-8C7F-EA3E65484875,25,0.25,0.5,15,0.3240749551072575,0.1289261129493611,0.33242894247527577,0.13580433649336252,20,7,64,7,45
45D8EAD2-210C-4F04-8C7F-EA3E65484875,25,0.25,0.5,16,0.3659341485757727,0.12367809000257013,0.3291220657034637,0.13407607007011302,20,7,64,7,45
45D8EAD2-210C-4F04-8C7F-EA3E65484875,25,0.25,0.5,17,0.3832889353177301,0.1490241965800195,0.3353127121243844,0.13288780358665034,20,7,64,7,45
45D8EAD2-210C-4F04-8C7F-EA3E65484875,25,0.25,0.5,18,0.41311684896017176,0.14612010838208273,0.3309833493293248,0.1300354775961479,19,8,62,8,44
45D8EAD2-210C-4F04-8C7F-EA3E65484875,25,0.25,0.5,19,0.3680806738606966,0.15650616507141565,0.33169567520168564,0.13067568908823463,18,8,59,8,42
45D8EAD2-210C-4F04-8C7F-EA3E65484875,25,0.25,0.5,20,0.4117821587557265,0.18104779569684426,0.33915732680819677,0.14090520186578656,19,7,61,7,43
147A494E-7009-48B0-B912-218C2087F0E4,25,0.25,0.5,0,0.5775807911082088,0.24016053122741193,0.3106267170867586,0.14605734578743998,19,6,60,6,42
147A494E-7009-48B0-B912-218C2087F0E4,25,0.25,0.5,1,0.3611611755708484,0.19923648624789983,0.3202398580962402,0.14710278759177497,20,5,62,5,43
147A494E-7009-48B0-B912-218C2087F0E4,25,0.25,0.5,2,0.5311786013481091,0.18209056127011736,0.2684282734818928,0.14354765224999155,19,5,59,5,41
147A494E-7009-48B0-B912-218C2087F0E4,25,0.25,0.5,3,0.36493118270351876,0.16450832897546663,0.2498140650716185,0.13836348478642915,18,5,56,5,39
147A494E-7009-48B0-B912-218C2087F0E4,25,0.25,0.5,4,0.38644832361414544,0.1535211321539341,0.2418140985246806,0.13184769155911366,19,5,59,5,41
147A494E-7009-48B0-B912-218C2087F0E4,25,0.25,0.5,5,0.3339132394871788,0.13051110660975232,0.2745638835664299,0.13637203252541305,20,4,61,4,42
147A494E-7009-48B0-B912-218C2087F0E4,25,0.25,0.5,6,0.29632062326395775,0.1277268806727087,0.2702860673270767,0.13604246187887872,20,5,62,5,43
147A494E-7009-48B0-B912-218C2087F0E4,25,0.25,0.5,7,0.3107754176767294,0.13531741306349726,0.2719988524820689,0.13511803033157874,20,4,61,4,42
147A494E-7009-48B0-B912-218C2087F0E4,25,0.25,0.5,8,0.35376956142106214,0.14725135665539685,0.29074795013625937,0.13312500585015818,20,5,62,5,43
147A494E-7009-48B0-B912-218C2087F0E4,25,0.25,0.5,9,0.3889273342284922,0.1616086492359591,0.301223527121583,0.13221613840059407,20,6,63,6,44
147A494E-7009-48B0-B912-218C2087F0E4,25,0.25,0.5,10,0.4208983451433316,0.12329686681798196,0.30422063725215376,0.13399545502797777,21,5,65,5,45
147A494E-7009-48B0-B912-218C2087F0E4,25,0.25,0.5,11,0.30896785719546693,0.14635928049967828,0.27750435293791376,0.1419068568226518,22,4,67,4,46
