uuid,initial number of clusters,nesting ratio,nesting bias,number of operations,maximum cartographic error,average cartographic error,maximum polygon complexity,average polygon complexity,number of internal vertices in cluster graph,number of external vertices in cluster graph,number of internal edges in cluster graph,number of external edges in cluster graph,number of faces in cluster graph
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.0,0.0,6,0.24026641392497114,0.10742492030357909,0.10929303375416291,0.08484168951160634,3,5,11,5,9
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.0,0.0,7,0.2299713916701529,0.09446976036251119,0.16768849449357265,0.09158256980937925,3,5,11,5,9
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.0,0.0,8,0.2658252030939093,0.15750281883374448,0.14452445164120944,0.09041300867747198,3,6,12,6,10
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.0,0.0,9,0.23226403969728893,0.10010135935940288,0.15796956030043277,0.0865184670332827,3,6,12,6,10
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.0,0.0,10,0.28149932815509415,0.12187964589542627,0.14388288792575943,0.09324688673680072,3,6,12,6,10
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.0,0.0,11,0.26795103009860866,0.14958041998056626,0.21876456443730166,0.1105935513512862,4,5,14,5,11
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.0,0.0,12,0.3074901830571941,0.13081020921353767,0.2291932371004371,0.10554811369373518,4,6,15,6,12
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.0,0.0,13,0.28762637268601876,0.1207294915883821,0.23621603377945027,0.1036244077752278,4,7,16,7,13
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.0,0.0,14,0.3633144967685857,0.1406248546806876,0.26032119258632647,0.11219829670415514,5,6,18,6,14
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.0,0.0,15,0.377948859059409,0.18180036946342873,0.2631903520959937,0.12111004784893832,6,5,20,5,15
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.0,0.0,16,0.28322450552072254,0.14582884060519755,0.28630819350111747,0.1189471866502843,6,5,20,5,15
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.0,0.0,17,0.23298132061117438,0.1406838571920987,0.2983179777867124,0.11499781897560495,6,6,21,6,16
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.0,0.0,18,0.21687085022640445,0.11339563832889434,0.2948474192466037,0.10807335370541851,6,7,22,7,17
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.0,0.0,19,0.2529915676096978,0.12968807532613144,0.27904481610668763,0.10503193510644673,6,8,23,8,18
AE097F3A-14FD-4735-A19B-8FD343CA3346,10,0.0,0.0,20,0.34327942637345754,0.17400238484340377,0.2841122373623541,0.11224230482310034,7,8,26,8,20
4C84D073-8E95-4BB3-924D-8AE018CB08EB,10,0.0,0.0,0,0.6467650118741913,0.18869728930433882,0.11851553106578534,0.08598725151126711,3,7,13,7,11
4C84D073-8E95-4BB3-924D-8AE018CB08EB,10,0.0,0.0,1,0.45807695105540813,0.16810046392356606,0.15661902778095832,0.09221999437926305,4,6,15,6,12
4C84D073-8E95-4BB3-924D-8AE018CB08EB,10,0.0,0.0,2,0.28879606563446114,0.15607872206954118,0.14992169558288146,0.09089199036271224,5,6,18,6,14
4C84D073-8E95-4BB3-924D-8AE018CB08EB,10,0.0,0.0,3,0.3223209700381935,0.13458240482377765,0.13416764784633514,0.08041396491035165,6,6,21,6,16
4C84D073-8E95-4BB3-924D-8AE018CB08EB,10,0.0,0.0,4,0.22655654803579048,0.13220385944185573,0.1278444343517417,0.09232618948857284,7,6,24,6,18
4C84D073-8E95-4BB3-924D-8AE018CB08EB,10,0.0,0.0,5,0.24024169128459735,0.15415663413060582,0.1346658315464001,0.08962955945862658,7,7,25,7,19
4C84D073-8E95-4BB3-924D-8AE018CB08EB,10,0.0,0.0,6,0.3289912142444877,0.18695311988353414,0.16205050377600363,0.09973958001875882,8,7,28,7,21
4C84D073-8E95-4BB3-924D-8AE018CB08EB,10,0.0,0.0,7,0.30777474878832595,0.16126974858411322,0.17831822287555324,0.09982192654518979,8,8,29,8,22
4C84D073-8E95-4BB3-924D-8AE018CB08EB,10,0.0,0.0,8,0.2793867285517578,0.13798865119477546,0.1757278323574017,0.09532793260156426,7,9,27,9,21
4C84D073-8E95-4BB3-924D-8AE018CB08EB,10,0.0,0.0,9,0.23351101851080064,0.11083399489102881,0.1672335509607335,0.09553616577719852,7,8,26,8,20
4C84D073-8E95-4BB3-924D-8AE018CB08EB,10,0.0,0.0,10,0.27949349732430195,0.16258186914661305,0.15834092162529548,0.09861056248305675,6,8,23,8,18
4C84D073-8E95-4BB3-924D-8AE018CB08EB,10,0.0,0.0,11,0.2879665996939619,0.15874746502583972,0.20165309329781372,0.1059432299233115,6,8,23,8,18
4C84D073-8E95-4BB3-924D-8AE018CB08EB,10,0.0,0.0,12,0.2889854529717929,0.1305346305794147,0.21438263167777477,0.10614006085141141,5,9,21,9,17
4C84D073-8E95-4BB3-924D-8AE018CB08EB,10,0.0,0.0,13,0.3010444364873064,0.15357597005404067,0.21319172888495885,0.10787203506099237,4,10,19,10,16
4C84D073-8E95-4BB3-924D-8AE018CB08EB,10,0.0,0.0,14,0.22626563022164745,0.1414230995778277,0.21390099573997107,0.10831131495191194,4,10,19,10,16
4C84D073-8E95-4BB3-924D-8AE018CB08EB,10,0.0,0.0,15,0.3494435407667669,0.17882641140304306,0.22743097338249596,0.11238315734206425,5,10,22,10,18
4C84D073-8E95-4BB3-924D-8AE018CB08EB,10,0.0,0.0,16,0.3446104287335788,0.11940583992797614,0.21201516611689983,0.11087314633244076,5,9,21,9,17
4C84D073-8E95-4BB3-924D-8AE018CB08EB,10,0.0,0.0,17,0.29922151725437235,0.15450993784786568,0.21195159627559196,0.1091212386318523,4,10,19,10,16
4C84D073-8E95-4BB3-924D-8AE018CB08EB,10,0.0,0.0,18,0.2890077375397549,0.14713786784621458,0.2691344210625707,0.11035963009533721,5,9,21,9,17
4C84D073-8E95-4BB3-924D-8AE018CB08EB,10,0.0,0.0,19,0.3799465642200877,0.14664736776149037,0.24469250689903704,0.11699205615660636,6,8,23,8,18
4C84D073-8E95-4BB3-924D-8AE018CB08EB,10,0.0,0.0,20,0.31574720435103404,0.1307632295973239,0.24224277180372908,0.11397580597990072,6,9,24,9,19
450053F2-5F0A-4CFE-8A08-92CC201A07B9,10,0.0,0.0,0,0.6830076317771718,0.2730384396475259,0.14614097420196143,0.09217318927439586,3,7,13,7,11
450053F2-5F0A-4CFE-8A08-92CC201A07B9,10,0.0,0.0,1,0.5353496685458186,0.19921030385038913,0.1710792386159293,0.09680359648990962,4,6,15,6,12
450053F2-5F0A-4CFE-8A08-92CC201A07B9,10,0.0,0.0,2,0.40859533928990405,0.1603756009433533,0.1205454044306111,0.0885500256615763,3,7,13,7,11
450053F2-5F0A-4CFE-8A08-92CC201A07B9,10,0.0,0.0,3,0.30922276638617,0.1663460256834724,0.1491289689655879,0.09454903275287295,4,7,16,7,13
450053F2-5F0A-4CFE-8A08-92CC201A07B9,10,0.0,0.0,4,0.357067350161919,0.13232769926359594,0.14787485363836173,0.09042131119217459,3,8,14,8,12
450053F2-5F0A-4CFE-8A08-92CC201A07B9,10,0.0,0.0,5,0.33006098811287166,0.14509896299038155,0.13466703095662225,0.09150343065298455,3,7,13,7,11
450053F2-5F0A-4CFE-8A08-92CC201A07B9,10,0.0,0.0,6,0.2211694995070489,0.11237983779647627,0.1145914764631334,0.08646958745363957,2,7,10,7,9
450053F2-5F0A-4CFE-8A08-92CC201A07B9,10,0.0,0.0,7,0.3770025884734515,0.12731722084915753,0.11778732540109776,0.08937154636930134,3,7,13,7,11
450053F2-5F0A-4CFE-8A08-92CC201A07B9,10,0.0,0.0,8,0.3516947534058854,0.09887762300875735,0.1173274879658513,0.090477268766965,2,8,11,8,10
450053F2-5F0A-4CFE-8A08-92CC201A07B9,10,0.0,0.0,9,0.4250877899908431,0.14178919792925715,0.11816814902305518,0.09174373722666904,3,8,14,8,12
450053F2-5F0A-4CFE-8A08-92CC201A07B9,10,0.0,0.0,10,0.19817495806227528,0.09575531044733564,0.13143041349093595,0.09199297509076144,3,9,15,9,13
450053F2-5F0A-4CFE-8A08-92CC201A07B9,10,0.0,0.0,11,0.18574833162007187,0.09547929330008127,0.15884472964740068,0.09010590301093184,3,10,16,10,14
450053F2-5F0A-4CFE-8A08-92CC201A07B9,10,0.0,0.0,12,0.18798016955493974,0.10357264341271488,0.17199102964319057,0.08957595076483303,2,11,14,11,13
450053F2-5F0A-4CFE-8A08-92CC201A07B9,10,0.0,0.0,13,0.23851311663444655,0.12930735669273916,0.21061857799440226,0.10043210278851562,3,10,16,10,14
450053F2-5F0A-4CFE-8A08-92CC201A07B9,10,0.0,0.0,14,0.30323774436708567,0.13914646988386511,0.2279128965152732,0.10197754774384199,4,9,18,9,15
450053F2-5F0A-4CFE-8A08-92CC201A07B9,10,0.0,0.0,15,0.33680135874787154,0.14825994454441502,0.2397938890847507,0.10060512201867582,5,9,21,9,17
450053F2-5F0A-4CFE-8A08-92CC201A07B9,10,0.0,0.0,16,0.3701631185879829,0.13039064799016503,0.25175882386214493,0.11059344237618386,6,8,23,8,18
450053F2-5F0A-4CFE-8A08-92CC201A07B9,10,0.0,0.0,17,0.29202793985142567,0.11735562888911003,0.23627300496955095,0.11045524131107538,5,9,21,9,17
450053F2-5F0A-4CFE-8A08-92CC201A07B9,10,0.0,0.0,18,0.22110195433662205,0.08380713731303278,0.21800867392645207,0.1087224117367361,5,10,22,10,18
450053F2-5F0A-4CFE-8A08-92CC201A07B9,10,0.0,0.0,19,0.281055904215404,0.1177368159385704,0.21551514724553478,0.10886236667373958,4,11,20,11,17
450053F2-5F0A-4CFE-8A08-92CC201A07B9,10,0.0,0.0,20,0.32955135410180875,0.1129824787824886,0.2165163696605169,0.10382633802594803,4,11,20,11,17
9BA67779-50C2-483B-8E81-916125D5D3F7,10,0.0,0.0,0,0.46417757399618775,0.17778956173498803,0.1058800194117474,0.07014655644681879,3,7,13,7,11
9BA67779-50C2-483B-8E81-916125D5D3F7,10,0.0,0.0,1,0.3565435182741165,0.10110435681020599,0.15967424683474152,0.07921947421237738,4,7,16,7,13
9BA67779-50C2-483B-8E81-916125D5D3F7,10,0.0,0.0,2,0.31573426080756795,0.08921297921337447,0.1584558696427247,0.07816781756854807,3,8,14,8,12
9BA67779-50C2-483B-8E81-916125D5D3F7,10,0.0,0.0,3,0.3787462558705352,0.1521203706468609,0.19434347111644193,0.09328858903309116,4,8,17,8,14
9BA67779-50C2-483B-8E81-916125D5D3F7,10,0.0,0.0,4,0.2881488407697883,0.1320290817721608,0.21011759867581992,0.09789753969177364,5,8,20,8,16
9BA67779-50C2-483B-8E81-916125D5D3F7,10,0.0,0.0,5,0.31466956993593315,0.1334312309661168,0.20001871470897503,0.09547583720677,6,8,23,8,18
9BA67779-50C2-483B-8E81-916125D5D3F7,10,0.0,0.0,6,0.31294201816473666,0.1492703251752089,0.19348066466809077,0.10316714752747727,7,7,25,7,19
9BA67779-50C2-483B-8E81-916125D5D3F7,10,0.0,0.0,7,0.17404862213479091,0.06836307143120338,0.14973234864117108,0.09220894075206824,6,7,22,7,17
9BA67779-50C2-483B-8E81-916125D5D3F7,10,0.0,0.0,8,0.1996158870607522,0.08821756828889538,0.15043297903081823,0.09286836446249601,6,6,21,6,16
9BA67779-50C2-483B-8E81-916125D5D3F7,10,0.0,0.0,9,0.30282842174704805,0.10782465276736942,0.20759555931060042,0.10556300640492629,7,5,23,5,17
9BA67779-50C2-483B-8E81-916125D5D3F7,10,0.0,0.0,10,0.2620640514315658,0.13231046097134527,0.24187854839421344,0.11130389861527332,6,5,20,5,15
9BA67779-50C2-483B-8E81-916125D5D3F7,10,0.0,0.0,11,0.30299434701258754,0.1343731428574226,0.22948703309003304,0.11842724613497539,7,4,22,4,16
9BA67779-50C2-483B-8E81-916125D5D3F7,10,0.0,0.0,12,0.20151088921594654,0.08803316510646968,0.28716443200913555,0.12259069222910579,8,3,24,3,17
9BA67779-50C2-483B-8E81-916125D5D3F7,10,0.0,0.0,13,0.33791477956901045,0.1419434660452609,0.2883457857577298,0.12872279882832285,9,3,27,3,19
9BA67779-50C2-483B-8E81-916125D5D3F7,10,0.0,0.0,14,0.21407921889063805,0.09612172179812874,0.2805506290692417,0.13298031786874953,9,3,27,3,19
9BA67779-50C2-483B-8E81-916125D5D3F7,10,0.0,0.0,15,0.1704285064005691,0.06992117791907346,0.29043499036326753,0.1312591738080227,10,3,30,3,21
9BA67779-50C2-483B-8E81-916125D5D3F7,10,0.0,0.0,16,0.26980696282264616,0.10347951563239596,0.2955344442970649,0.13354986395740043,11,3,33,3,23
9BA67779-50C2-483B-8E81-916125D5D3F7,10,0.0,0.0,17,0.14909387835784713,0.07281472499669185,0.2727231530763121,0.1250372157532375,10,4,31,4,22
9BA67779-50C2-483B-8E81-916125D5D3F7,10,0.0,0.0,18,0.24531667364565313,0.09766717879429897,0.25845596755569433,0.12081316853948885,10,5,32,5,23
9BA67779-50C2-483B-8E81-916125D5D3F7,10,0.0,0.0,19,0.2695140014790741,0.11024556112971635,0.2623724765843353,0.11890773258213631,9,6,30,6,22
9BA67779-50C2-483B-8E81-916125D5D3F7,10,0.0,0.0,20,0.23422539522645672,0.11058476013385314,0.269862611266224,0.1169362742550614,9,6,30,6,22
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,10,0.0,0.0,0,0.6433146338857769,0.2188586108668796,0.15756832393409664,0.08412034873411056,4,6,15,6,12
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,10,0.0,0.0,1,0.47232141954755247,0.1469920440899001,0.13167597741313739,0.08237427152759569,4,5,14,5,11
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,10,0.0,0.0,2,0.24620867357212453,0.12993339025591416,0.132530894269748,0.0875653272896662,5,5,17,5,13
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,10,0.0,0.0,3,0.2092062087797522,0.10661927799588232,0.12903390081237823,0.08559234383541775,4,5,14,5,11
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,10,0.0,0.0,4,0.24377137993206893,0.12340476769997644,0.13812337616588896,0.0806684674603716,4,6,15,6,12
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,10,0.0,0.0,5,0.19540652519310028,0.10861434526919526,0.1235372590871534,0.07549015538846424,4,7,16,7,13
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,10,0.0,0.0,6,0.2353427373339326,0.13804075023801515,0.13095040022716758,0.08867194616504341,4,7,16,7,13
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,10,0.0,0.0,7,0.23859540433799728,0.1136998103054445,0.18742824595976493,0.09475830524964576,4,7,16,7,13
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,10,0.0,0.0,8,0.24121874710983923,0.12667412298889233,0.18391277602397055,0.10173897530169379,5,7,19,7,15
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,10,0.0,0.0,9,0.1938279832215762,0.11793284926107402,0.18770173418462016,0.10035192931906016,6,6,21,6,16
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,10,0.0,0.0,10,0.21187930942070338,0.1171144174912185,0.18758382828330344,0.09372084585033057,6,7,22,7,17
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,10,0.0,0.0,11,0.19356020047777178,0.09876624883243024,0.20503277320592372,0.09981080685317859,6,8,23,8,18
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,10,0.0,0.0,12,0.20863122487138047,0.12260880064761663,0.22481610178781236,0.09790292895548638,6,7,22,7,17
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,10,0.0,0.0,13,0.194659722081042,0.10196145458263928,0.20924734663782812,0.0905903985722896,6,7,22,7,17
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,10,0.0,0.0,14,0.1671172751882113,0.07738361781970196,0.1598789456951009,0.09220345306070994,5,7,19,7,15
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,10,0.0,0.0,15,0.17146735014909797,0.09148223733008744,0.15470919970398883,0.09584174175768456,5,7,19,7,15
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,10,0.0,0.0,16,0.3831706399726381,0.1462871448244861,0.2045808156950003,0.10522305974106942,6,7,22,7,17
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,10,0.0,0.0,17,0.32297814927256524,0.15818711027593393,0.19885765607365571,0.10772466686224384,7,7,25,7,19
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,10,0.0,0.0,18,0.25032968094980296,0.13099584362239472,0.2439488446375018,0.10962186961300902,7,7,25,7,19
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,10,0.0,0.0,19,0.2747714979244843,0.11186781348976974,0.22184655286904276,0.11167481472289041,6,7,22,7,17
688A5027-C60F-47BA-8ED0-3D5E12DBE1CF,10,0.0,0.0,20,0.32399593922010883,0.12405752409251093,0.2032268001124845,0.10150161810955677,5,7,19,7,15
45D8EAD2-210C-4F04-8C7F-EA3E65484875,10,0.0,0.0,0,0.6142828307324165,0.2750099449306949,0.13445621860559398,0.08899015556587957,4,6,15,6,12
45D8EAD2-210C-4F04-8C7F-EA3E65484875,10,0.0,0.0,1,0.31518958364764077,0.18849606950836703,0.16392921035958255,0.09606935796324198,5,6,18,6,14
45D8EAD2-210C-4F04-8C7F-EA3E65484875,10,0.0,0.0,2,0.22851073852004983,0.10742643794363414,0.17808168587049572,0.09379181471915678,5,7,19,7,15
45D8EAD2-210C-4F04-8C7F-EA3E65484875,10,0.0,0.0,3,0.2508233179229014,0.10817526955829168,0.17881934971551217,0.09320961943071417,5,6,18,6,14
45D8EAD2-210C-4F04-8C7F-EA3E65484875,10,0.0,0.0,4,0.18931500509762467,0.10893857336099043,0.1781342784266903,0.10464520660420296,6,5,20,5,15
45D8EAD2-210C-4F04-8C7F-EA3E65484875,10,0.0,0.0,5,0.17891109403367927,0.10801274804381372,0.20965549045816706,0.10693735295431289,6,5,20,5,15
45D8EAD2-210C-4F04-8C7F-EA3E65484875,10,0.0,0.0,6,0.21776639419610985,0.1321822428311668,0.220187070952583,0.11005217294162067,6,5,20,5,15
45D8EAD2-210C-4F04-8C7F-EA3E65484875,10,0.0,0.0,7,0.2737766097519587,0.10239003055955669,0.2099006417020118,0.10807599287113309,6,5,20,5,15
45D8EAD2-210C-4F04-8C7F-EA3E65484875,10,0.0,0.0,8,0.3043027491995534,0.1239308841177004,0.21513122388617706,0.10966072227518091,5,5,17,5,13
45D8EAD2-210C-4F04-8C7F-EA3E65484875,10,0.0,0.0,9,0.30959243053984,0.1307380735758003,0.23009990023102278,0.11452946881505037,5,5,17,5,13
45D8EAD2-210C-4F04-8C7F-EA3E65484875,10,0.0,0.0,10,0.2668386554046186,0.1753955812290222,0.21245366443165298,0.12443519261593464,5,5,17,5,13
45D8EAD2-210C-4F04-8C7F-EA3E65484875,10,0.0,0.0,11,0.34148031237693227,0.15364056800470788,0.22533690118790187,0.13474597753795678,6,4,19,4,14
45D8EAD2-210C-4F04-8C7F-EA3E65484875,10,0.0,0.0,12,0.22260599477199156,0.0777582398598235,0.22565201293759996,0.13651693390780817,6,4,19,4,14
45D8EAD2-210C-4F04-8C7F-EA3E65484875,10,0.0,0.0,13,0.17996775863010994,0.08980329795894612,0.22942637654560466,0.14255396499431758,5,4,16,4,12
45D8EAD2-210C-4F04-8C7F-EA3E65484875,10,0.0,0.0,14,0.12387126832260477,0.0561527850621499,0.20670996651303555,0.1335067026536204,5,4,16,4,12
45D8EAD2-210C-4F04-8C7F-EA3E65484875,10,0.0,0.0,15,0.18246380435948203,0.07851708911317117,0.21101353177970236,0.12397324780886954,5,5,17,5,13
45D8EAD2-210C-4F04-8C7F-EA3E65484875,10,0.0,0.0,16,0.3389182665124827,0.1354972907916507,0.2134193532327874,0.12952601762323568,6,5,20,5,15
45D8EAD2-210C-4F04-8C7F-EA3E65484875,10,0.0,0.0,17,0.3418773396914957,0.14038293909987934,0.22179999677890613,0.12713746518864438,6,6,21,6,16
45D8EAD2-210C-4F04-8C7F-EA3E65484875,10,0.0,0.0,18,0.27996363597736873,0.14181353067282257,0.24663343747234867,0.12628965283937582,5,6,18,6,14
45D8EAD2-210C-4F04-8C7F-EA3E65484875,10,0.0,0.0,19,0.19190575522848405,0.11905318251703442,0.2360718037588411,0.13291457925551942,5,5,17,5,13
45D8EAD2-210C-4F04-8C7F-EA3E65484875,10,0.0,0.0,20,0.1922484721535689,0.11700588369621667,0.2789780239171125,0.13095746597404195,5,5,17,5,13
147A494E-7009-48B0-B912-218C2087F0E4,10,0.0,0.0,0,0.37340128643933607,0.2154028450356563,0.12630535531737902,0.07461246905838899,3,7,13,7,11
147A494E-7009-48B0-B912-218C2087F0E4,10,0.0,0.0,1,0.297636202568256,0.16948947704549408,0.12258779800951243,0.08183584174380769,4,7,16,7,13
147A494E-7009-48B0-B912-218C2087F0E4,10,0.0,0.0,2,0.282727629244245,0.15902959915061687,0.13545548669578694,0.07915663296810414,3,8,14,8,12
147A494E-7009-48B0-B912-218C2087F0E4,10,0.0,0.0,3,0.26193933986901535,0.1412729270801713,0.10213255825096773,0.07053302435398252,2,8,11,8,10
147A494E-7009-48B0-B912-218C2087F0E4,10,0.0,0.0,4,0.2983105412963856,0.1516275124382143,0.20987202675369215,0.09557589931885362,3,7,13,7,11
147A494E-7009-48B0-B912-218C2087F0E4,10,0.0,0.0,5,0.24475074151069565,0.11936952886293177,0.20471251096503493,0.09367343837423975,3,8,14,8,12
147A494E-7009-48B0-B912-218C2087F0E4,10,0.0,0.0,6,0.2305853605698497,0.12997084189335045,0.19244308691597492,0.09179753029384351,3,7,13,7,11
147A494E-7009-48B0-B912-218C2087F0E4,10,0.0,0.0,7,0.3419232330874327,0.1547384450598474,0.2502586066975807,0.1123768561758101,4,7,16,7,13
147A494E-7009-48B0-B912-218C2087F0E4,10,0.0,0.0,8,0.23976770246245882,0.12071755855345044,0.24005311662112244,0.10588326287633378,4,8,17,8,14
147A494E-7009-48B0-B912-218C2087F0E4,10,0.0,0.0,9,0.4046903167108244,0.20139076954240143,0.26292202315184415,0.11715573433969054,5,8,20,8,16
147A494E-7009-48B0-B912-218C2087F0E4,10,0.0,0.0,10,0.30604226976236854,0.18175059452280914,0.2774788774780807,0.11827955786830134,5,8,20,8,16
147A494E-7009-48B0-B912-218C2087F0E4,10,0.0,0.0,11,0.3855065410463508,0.2005022051715394,0.2990549858600361,0.11865393408626397,6,8,23,8,18
