uuid,number of vertices,nesting ratio,nesting bias,number of operations,maximum cartographic error,average cartographic error,maximum polygon complexity,average polygon complexity
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.5,0.0,0,0.825079811313435,0.21815748063755253,0.263900232640058,0.12323844399829864
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.5,0.0,1,0.5888131327737877,0.1718831118433851,0.31265034971198385,0.126134761902425
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.5,0.0,2,0.3941201498330534,0.1436624577999684,0.33178095062315316,0.1219197537418855
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.5,0.0,3,0.313290147140833,0.1316730890984325,0.34195929403298675,0.13184194655887696
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.5,0.0,4,0.2940258037481424,0.13514434964446195,0.33130835520591184,0.13358687340858205
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.5,0.0,5,0.23382511059808006,0.14566961564690345,0.33206310863537647,0.13584465479980448
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.5,0.0,6,0.3106498473745644,0.1266272522527145,0.313136950064535,0.134322228973965
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.5,0.0,7,0.23538245617386344,0.10499921286454969,0.2916016750194034,0.13918666729917045
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.5,0.0,8,0.28459132119468655,0.12318310011457632,0.2792187832357612,0.13565332379697437
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.5,0.0,9,0.28684781448354946,0.12716293257357994,0.2851642515056106,0.13031203160382712
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.5,0.0,10,0.3082874750889014,0.11806005796869015,0.29100409807812844,0.13268618940312496
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.5,0.0,11,0.3018280517225265,0.11657331781754561,0.29017992990108504,0.13242866387310404
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.5,0.0,12,0.45323232998814456,0.1526667913678413,0.29600018654436056,0.13565877645581545
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.5,0.0,13,0.34844293182852304,0.1323235660549252,0.2958059449672025,0.1333011017272705
6D4B1D8B-7B4C-442C-B41F-2A6EAC4124E1,20,0.5,0.0,14,0.3816508030397013,0.14875479627815674,0.29406051736095407,0.13210439708325047
